Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Valparaíso,5,Quilpué,167085,104,62.2,41,24.5,41,24.5,62
Valparaíso,5,Quintero,36135,29,80.3,15,41.5,15,41.5,80
Valparaíso,5,Rinconada,11263,5,44.4,2,17.8,2,17.8,44
Valparaíso,5,San Antonio,96761,225,232.5,70,72.3,69,71.3,233
Valparaíso,5,San Esteban,20643,11,53.3,3,14.5,3,14.5,53
Valparaíso,5,San Felipe,83494,37,44.3,23,27.5,23,27.5,44
Valparaíso,5,Santa María,16367,20,122.2,1,6.1,1,6.1,122
Valparaíso,5,Santo Domingo,11934,33,276.5,6,50.3,6,50.3,277
Valparaíso,5,Valparaíso,315732,300,95,112,35.5,105,33.3,95
Valparaíso,5,Villa Alemana,139310,77,55.3,28,20.1,28,20.1,55
Valparaíso,5,Viña del Mar,361371,327,90.5,124,34.3,122,33.8,90
Valparaíso,5,Zapallar,7994,0,0,0,0,0,0,0
Metropolitana,RM,Alhué,7405,0,0,0,0,0,0,0
Metropolitana,RM,Buin,109641,258,235.3,121,110.4,121,110.4,235
Metropolitana,RM,Calera de Tango,28525,32,112.2,11,38.6,11,38.6,112
Metropolitana,RM,Cerrillos,88956,485,545.2,141,158.5,141,158.5,545
Metropolitana,RM,Cerro Navia,142465,541,379.7,158,110.9,157,110.2,380
Metropolitana,RM,Colina,180353,490,271.7,255,141.4,255,141.4,272
Metropolitana,RM,Conchalí,139195,708,508.6,247,177.4,245,176,509
Metropolitana,RM,Curacaví,36430,83,227.8,41,112.5,41,112.5,228
Metropolitana,RM,El Bosque,172000,728,423.3,283,164.5,283,164.5,423
Metropolitana,RM,El Monte,40014,52,130,15,37.5,15,37.5,130
Metropolitana,RM,Estación Central,206792,1100,531.9,406,196.3,406,196.3,532
Metropolitana,RM,Huechuraba,112528,413,367,148,131.5,148,131.5,367
Metropolitana,RM,Independencia,142065,1330,936.2,371,261.1,369,259.7,936
Metropolitana,RM,Isla de Maipo,40171,27,67.2,7,17.4,7,17.4,67
Metropolitana,RM,La Cisterna,100434,427,425.2,180,179.2,180,179.2,425
Metropolitana,RM,La Florida,402433,1887,468.9,883,219.4,878,218.2,469
Metropolitana,RM,La Granja,122557,800,652.8,458,373.7,456,372.1,653
Metropolitana,RM,La Pintana,189335,1067,563.6,484,255.6,480,253.5,564
Metropolitana,RM,La Reina,100252,294,293.3,110,109.7,110,109.7,293
Metropolitana,RM,Lampa,126898,306,241.1,114,89.8,114,89.8,241
Metropolitana,RM,Las Condes,330759,1084,327.7,417,126.1,415,125.5,328
Metropolitana,RM,Lo Barnechea,124076,576,464.2,189,152.3,188,151.5,464
Metropolitana,RM,Lo Espejo,103865,525,505.5,256,246.5,255,245.5,505
Metropolitana,RM,Lo Prado,104403,435,416.7,119,114,118,113,417
Metropolitana,RM,Macul,134635,671,498.4,324,240.7,322,239.2,498
Metropolitana,RM,Maipú,578605,1347,232.8,513,88.7,513,88.7,233
Metropolitana,RM,María Pinto,14926,5,33.5,2,13.4,2,13.4,33
Metropolitana,RM,Melipilla,141612,197,139.1,58,41,57,40.3,139
Metropolitana,RM,Ñuñoa,250192,792,316.6,305,121.9,302,120.7,317
Metropolitana,RM,Padre Hurtado,74188,135,182,37,49.9,37,49.9,182
Metropolitana,RM,Paine,82766,126,152.2,73,88.2,73,88.2,152
Metropolitana,RM,Pedro Aguirre Cerda,107803,657,609.4,306,283.9,305,282.9,609
Metropolitana,RM,Peñaflor,101058,155,153.4,48,47.5,48,47.5,153
Metropolitana,RM,Peñalolén,266798,1469,550.6,739,277,739,277,551
Metropolitana,RM,Pirque,30433,107,351.6,46,151.2,46,151.2,352
Metropolitana,RM,Providencia,157749,520,329.6,192,121.7,189,119.8,330
Metropolitana,RM,Pudahuel,253139,744,293.9,246,97.2,244,96.4,294
Metropolitana,RM,Puente Alto,645909,2780,430.4,1071,165.8,1070,165.7,430
Metropolitana,RM,Quilicura,254694,1193,468.4,285,111.9,284,111.5,468
Metropolitana,RM,Quinta Normal,136368,627,459.8,173,126.9,173,126.9,460
Metropolitana,RM,Recoleta,190075,1516,797.6,507,266.7,506,266.2,798
Metropolitana,RM,Renca,160847,605,376.1,182,113.2,182,113.2,376
Metropolitana,RM,San Bernardo,334836,1247,372.4,480,143.4,478,142.8,372
Metropolitana,RM,San Joaquín,103485,904,873.6,451,435.8,449,433.9,874
Metropolitana,RM,San José de Maipo,18644,73,391.5,35,187.7,35,187.7,392
Metropolitana,RM,San Miguel,133059,665,499.8,274,205.9,273,205.2,500
Metropolitana,RM,San Pedro,11953,18,150.6,2,16.7,2,16.7,151
Metropolitana,RM,San Ramón,86510,719,831.1,346,400,344,397.6,831
Metropolitana,RM,Santiago,503147,2961,588.5,1060,210.7,1059,210.5,588
Metropolitana,RM,Talagante,81838,105,128.3,34,41.5,34,41.5,128
Metropolitana,RM,Tiltil,21477,24,111.7,10,46.6,10,46.6,112
Metropolitana,RM,Vitacura,96774,370,382.3,161,166.4,161,166.4,382
O’Higgins,6,Chépica,15925,3,18.8,3,18.8,3,18.8,19
O’Higgins,6,Chimbarongo,37696,5,13.3,2,5.3,2,5.3,13
O’Higgins,6,Codegua,14096,4,28.4,1,7.1,1,7.1,28
O’Higgins,6,Coinco,7831,5,63.8,4,51.1,4,51.1,64
O’Higgins,6,Coltauco,21263,16,75.2,15,70.5,15,70.5,75
O’Higgins,6,Doñihue,22700,14,61.7,9,39.6,9,39.6,62
O’Higgins,6,Graneros,36504,27,74,16,43.8,16,43.8,74
O’Higgins,6,La Estrella,3114,0,0,0,0,0,0,0
O’Higgins,6,Las Cabras,26749,12,44.9,2,7.5,2,7.5,45
O’Higgins,6,Litueche,6765,9,133,1,14.8,1,14.8,133
O’Higgins,6,Lolol,7289,1,13.7,1,13.7,1,13.7,14
O’Higgins,6,Machalí,59913,26,43.4,7,11.7,6,10,43
O’Higgins,6,Malloa,14163,2,14.1,2,14.1,2,14.1,14
O’Higgins,6,Marchihue,7632,0,0,0,0,0,0,0
O’Higgins,6,Mostazal,27462,7,25.5,5,18.2,5,18.2,25
O’Higgins,6,Nancagua,19141,4,20.9,3,15.7,3,15.7,21
O’Higgins,6,Navidad,6904,8,115.9,5,72.4,5,72.4,116
O’Higgins,6,Olivar,14624,14,95.7,8,54.7,8,54.7,96
O’Higgins,6,Palmilla,13299,0,0,0,0,0,0,0
O’Higgins,6,Paredones,6349,2,31.5,2,31.5,2,31.5,32
O’Higgins,6,Peralillo,11848,0,0,0,0,0,0,0
O’Higgins,6,Peumo,14952,4,26.8,1,6.7,1,6.7,27
O’Higgins,6,Pichidegua,20743,5,24.1,4,19.3,4,19.3,24
O’Higgins,6,Pichilemu,17882,4,22.4,3,16.8,3,16.8,22
O’Higgins,6,Placilla,9164,4,43.6,3,32.7,3,32.7,44
O’Higgins,6,Pumanque,3531,0,0,0,0,0,0,0
O’Higgins,6,Quinta de Tilcoco,13877,2,14.4,1,7.2,1,7.2,14
O’Higgins,6,Rancagua,265211,170,64.1,106,40,105,39.6,64
O’Higgins,6,Rengo,63710,21,33,8,12.6,8,12.6,33
O’Higgins,6,Requínoa,30371,9,29.6,4,13.2,4,13.2,30
O’Higgins,6,San Fernando,78642,14,17.8,7,8.9,7,8.9,18
O’Higgins,6,San Vicente,50617,25,49.4,15,29.6,15,29.6,49
O’Higgins,6,Santa Cruz,41096,6,14.6,3,7.3,3,7.3,15
Maule,7,Cauquenes,44143,23,52.1,9,20.4,9,20.4,52
Maule,7,Chanco,9331,3,32.2,0,0,0,0,32
Maule,7,Colbún,22565,13,57.6,6,26.6,6,26.6,58
Maule,7,Constitución,50348,27,53.6,4,7.9,4,7.9,54
Maule,7,Curepto,9426,10,106.1,1,10.6,1,10.6,106
Maule,7,Curicó,163626,83,50.7,28,17.1,28,17.1,51
Maule,7,Empedrado,4206,0,0,0,0,0,0,0
Maule,7,Hualañé,10222,0,0,0,0,0,0,0
Maule,7,Licantén,6989,2,28.6,0,0,0,0,29
Maule,7,Linares,101073,49,48.5,17,16.8,17,16.8,48
Maule,7,Longaví,32810,13,39.6,7,21.3,7,21.3,40
Maule,7,Maule,60000,29,48.3,5,8.3,5,8.3,48
Maule,7,Molina,49800,8,16.1,1,2,1,2,16
Maule,7,Parral,44544,13,29.2,4,9,4,9,29
Maule,7,Pelarco,9083,13,143.1,5,55,5,55,143
Maule,7,Pelluhue,8092,7,86.5,5,61.8,5,61.8,87
Maule,7,Pencahue,8601,3,34.9,0,0,0,0,35
Maule,7,Rauco,11248,3,26.7,1,8.9,1,8.9,27
Maule,7,Retiro,21071,2,9.5,0,0,0,0,9
Maule,7,Río Claro,14753,11,74.6,2,13.6,2,13.6,75
Maule,7,Romeral,16170,13,80.4,0,0,0,0,80
Maule,7,Sagrada Familia,19469,2,10.3,0,0,0,0,10
Maule,7,San Clemente,46292,25,54,7,15.1,7,15.1,54
Maule,7,San Javier,49451,34,68.8,9,18.2,9,18.2,69
Maule,7,San Rafael,9959,12,120.5,8,80.3,8,80.3,120
Maule,7,Talca,236724,203,85.8,29,12.3,29,12.3,86
Maule,7,Teno,30850,8,25.9,2,6.5,2,6.5,26
Maule,7,Vichuquén,4381,0,0,0,0,0,0,0
Maule,7,Villa Alegre,17512,3,17.1,1,5.7,1,5.7,17
Maule,7,Yerbas Buenas,19200,8,41.7,6,31.3,6,31.3,42
Ñuble,16,Bulnes,22607,132,583.9,56,247.7,55,243.3,584
Ñuble,16,Chillán,198624,493,248.2,66,33.2,66,33.2,248
Ñuble,16,Chillán Viejo,33827,67,198.1,10,29.6,10,29.6,198
Ñuble,16,Cobquecura,5275,0,0,0,0,0,0,0
Ñuble,16,Coelemu,16845,5,29.7,1,5.9,1,5.9,30
Ñuble,16,Coihueco,28375,50,176.2,7,24.7,7,24.7,176
Ñuble,16,El Carmen,12334,5,40.5,2,16.2,2,16.2,41
Ñuble,16,Ninhue,5414,5,92.4,1,18.5,1,18.5,92
Ñuble,16,Ñiquén,11567,3,25.9,0,0,0,0,26
Ñuble,16,Pemuco,8639,10,115.8,4,46.3,4,46.3,116
Ñuble,16,Pinto,11880,14,117.8,2,16.8,2,16.8,118
Ñuble,16,Portezuelo,4940,4,81,4,81,4,81,81
Ñuble,16,Quillón,18777,39,207.7,7,37.3,7,37.3,208
Ñuble,16,Quirihue,12192,16,131.2,10,82,10,82,131
Ñuble,16,Ranquil,6261,10,159.7,0,0,0,0,160
Ñuble,16,San Carlos,56252,48,85.3,10,17.8,10,17.8,85
Ñuble,16,San Fabián,4654,8,171.9,0,0,0,0,172
Ñuble,16,San Ignacio,16624,14,84.2,3,18,3,18,84
Ñuble,16,San Nicolás,12172,17,139.7,2,16.4,2,16.4,140
Ñuble,16,Treguaco,5696,0,0,0,0,0,0,0
Ñuble,16,Yungay,18596,58,311.9,3,16.1,3,16.1,312
Biobío,8,Alto Biobío,6775,0,0,0,0,0,0,0
Biobío,8,Antuco,4306,4,92.9,3,69.7,3,69.7,93
Biobío,8,Arauco,38679,18,46.5,6,15.5,6,15.5,47
Biobío,8,Cabrero,30725,24,78.1,5,16.3,5,16.3,78
Biobío,8,Cañete,37003,0,0,0,0,0,0,0
Biobío,8,Chiguayante,91180,84,92.1,9,9.9,9,9.9,92
Biobío,8,Concepción,238092,184,77.3,26,10.9,26,10.9,77
Biobío,8,Contulmo,6330,0,0,0,0,0,0,0
Biobío,8,Coronel,125829,46,36.6,21,16.7,21,16.7,37
Biobío,8,Curanilahue,33892,5,14.8,3,8.9,3,8.9,15
Biobío,8,Florida,11841,3,25.3,0,0,0,0,25
Biobío,8,Hualpén,97273,133,136.7,14,14.4,14,14.4,137
Biobío,8,Hualqui,26201,24,91.6,4,15.3,4,15.3,92
Biobío,8,Laja,23873,51,213.6,34,142.4,34,142.4,214
Biobío,8,Lebu,27100,2,7.4,1,3.7,1,3.7,7
Biobío,8,Los Álamos,22524,1,4.4,0,0,0,0,4
Biobío,8,Los Ángeles,218515,96,43.9,61,27.9,61,27.9,44
Biobío,8,Lota,45750,24,52.5,21,45.9,21,45.9,52
Biobío,8,Mulchén,31041,11,35.4,3,9.7,3,9.7,35
Biobío,8,Nacimiento,27944,24,85.9,8,28.6,8,28.6,86
Biobío,8,Negrete,10429,16,153.4,14,134.2,14,134.2,153
Biobío,8,Penco,49865,23,46.1,3,6,3,6,46
Biobío,8,Quilaco,4179,0,0,0,0,0,0,0
Biobío,8,Quilleco,10032,0,0,0,0,0,0,0
Biobío,8,San Pedro de la Paz,145906,119,81.6,13,8.9,13,8.9,82
Biobío,8,San Rosendo,3611,2,55.4,2,55.4,2,55.4,55
Biobío,8,Santa Bárbara,14592,13,89.1,10,68.5,10,68.5,89
Biobío,8,Santa Juana,14779,2,13.5,0,0,0,0,14
Biobío,8,Talcahuano,158345,143,90.3,24,15.2,24,15.2,90
Biobío,8,Tirúa,11019,4,36.3,0,0,0,0,36
Biobío,8,Tomé,58729,71,120.9,17,28.9,17,28.9,121
Biobío,8,Tucapel,15205,4,26.3,3,19.7,3,19.7,26
Biobío,8,Yumbel,22132,14,63.3,3,13.6,3,13.6,63
Araucanía,9,Angol,56058,124,221.2,9,16.1,9,16.1,221
Araucanía,9,Carahue,25486,36,141.3,0,0,0,0,141
Araucanía,9,Cholchol,12341,5,40.5,1,8.1,1,8.1,41
Araucanía,9,Collipulli,26148,7,26.8,1,3.8,1,3.8,27
Araucanía,9,Cunco,18055,7,38.8,2,11.1,2,11.1,39
Araucanía,9,Curacautín,18178,7,38.5,1,5.5,1,5.5,39
Araucanía,9,Curarrehue,7802,4,51.3,0,0,0,0,51
Araucanía,9,Ercilla,8458,11,130.1,0,0,0,0,130
Araucanía,9,Freire,25446,26,102.2,16,62.9,16,62.9,102
Araucanía,9,Galvarino,12633,4,31.7,1,7.9,1,7.9,32
Araucanía,9,Gorbea,15148,15,99,3,19.8,3,19.8,99
Araucanía,9,Lautaro,40746,55,135,10,24.5,10,24.5,135
Araucanía,9,Loncoche,24739,20,80.8,2,8.1,2,8.1,81
Araucanía,9,Lonquimay,11049,31,280.6,18,162.9,17,153.9,281
Araucanía,9,Los Sauces,7517,1,13.3,0,0,0,0,13
Araucanía,9,Lumaco,10050,7,69.7,0,0,0,0,70
Araucanía,9,Melipeuco,6265,0,0,0,0,0,0,0
Araucanía,9,Nueva Imperial,33777,52,154,9,26.6,9,26.6,154
Araucanía,9,Padre Las Casas,82110,119,144.9,12,14.6,12,14.6,145
Araucanía,9,Perquenco,7223,5,69.2,0,0,0,0,69
Araucanía,9,Pitrufquén,26096,20,76.6,2,7.7,2,7.7,77
Araucanía,9,Pucón,29782,18,60.4,3,10.1,3,10.1,60
Araucanía,9,Purén,12188,7,57.4,1,8.2,1,8.2,57
Araucanía,9,Renaico,10833,16,147.7,4,36.9,3,27.7,148
Araucanía,9,Saavedra,12793,74,578.4,23,179.8,23,179.8,578
Araucanía,9,Temuco,302931,782,258.1,74,24.4,74,24.4,258
Araucanía,9,Teodoro Schmidt,15786,5,31.7,0,0,0,0,32
Araucanía,9,Toltén,10055,8,79.6,0,0,0,0,80
Araucanía,9,Traiguén,19314,5,25.9,3,15.5,3,15.5,26
Araucanía,9,Victoria,35467,80,225.6,2,5.6,2,5.6,226
Araucanía,9,Vilcún,30766,60,195,10,32.5,10,32.5,195
Araucanía,9,Villarrica,59103,22,37.2,2,3.4,2,3.4,37
Los Ríos,14,Corral,5447,11,201.9,9,165.2,9,165.2,202
Los Ríos,14,Futrono,15261,7,45.9,2,13.1,2,13.1,46
Los Ríos,14,La Unión,39538,41,103.7,2,5.1,2,5.1,104
Los Ríos,14,Lago Ranco,10292,2,19.4,0,0,0,0,19
Los Ríos,14,Lanco,17652,9,51,0,0,0,0,51
Los Ríos,14,Los Lagos,20518,0,0,0,0,0,0,0
Los Ríos,14,Máfil,7389,2,27.1,0,0,0,0,27
Los Ríos,14,Mariquina,23250,12,51.6,3,12.9,3,12.9,52
Los Ríos,14,Paillaco,20798,1,4.8,0,0,0,0,5
Los Ríos,14,Panguipulli,35991,1,2.8,0,0,0,0,3
Los Ríos,14,Río Bueno,32925,12,36.4,0,0,0,0,36
Los Ríos,14,Valdivia,176774,125,70.7,3,1.7,3,1.7,71
Los Lagos,10,Ancud,42458,66,155.4,34,80.1,34,80.1,155
Los Lagos,10,Calbuco,36744,8,21.8,1,2.7,1,2.7,22
Los Lagos,10,Castro,47607,8,16.8,1,2.1,1,2.1,17
Los Lagos,10,Chaitén,5020,1,19.9,0,0,0,0,20
Los Lagos,10,Chonchi,16013,0,0,0,0,0,0,0
Los Lagos,10,Cochamó,4006,1,25,0,0,0,0,25
Los Lagos,10,Curaco de Vélez,4066,0,0,0,0,0,0,0
Los Lagos,10,Dalcahue,15069,0,0,0,0,0,0,0
Los Lagos,10,Fresia,12656,0,0,0,0,0,0,0
Los Lagos,10,Frutillar,20223,7,34.6,1,4.9,1,4.9,35
Los Lagos,10,Futaleufú,2806,0,0,0,0,0,0,0
Los Lagos,10,Hualaihué,9525,3,31.5,0,0,0,0,31
Los Lagos,10,Llanquihue,18621,6,32.2,5,26.9,5,26.9,32
Los Lagos,10,Los Muermos,17817,2,11.2,1,5.6,1,5.6,11
Los Lagos,10,Maullín,14894,3,20.1,2,13.4,2,13.4,20
Los Lagos,10,Osorno,173410,341,196.6,19,11,19,11,197
Los Lagos,10,Palena,1827,0,0,0,0,0,0,0
Los Lagos,10,Puerto Montt,269398,63,23.4,10,3.7,10,3.7,23
Los Lagos,10,Puerto Octay,9192,5,54.4,2,21.8,2,21.8,54
Los Lagos,10,Puerto Varas,48620,9,18.5,1,2.1,1,2.1,19
Los Lagos,10,Puqueldón,4201,0,0,0,0,0,0,0
Los Lagos,10,Purranque,21080,30,142.3,4,19,4,19,142
Los Lagos,10,Puyehue,11787,6,50.9,0,0,0,0,51
Los Lagos,10,Queilén,5543,0,0,0,0,0,0,0
Los Lagos,10,Quellón,29309,1,3.4,0,0,0,0,3
Los Lagos,10,Quemchi,8783,0,0,0,0,0,0,0
Los Lagos,10,Quinchao,8298,1,12.1,0,0,0,0,12
Los Lagos,10,Río Negro,14275,25,175.1,8,56,8,56,175
Los Lagos,10,San Juan de la Costa,7639,34,445.1,7,91.6,7,91.6,445
Los Lagos,10,San Pablo,10553,10,94.8,1,9.5,1,9.5,95
Aysén,11,Aysén,25002,1,4,0,0,0,0,4
Aysén,11,Chile Chico,5121,1,19.5,0,0,0,0,20
Aysén,11,Cisnes,5828,0,0,0,0,0,0,0
Aysén,11,Cochrane,3685,0,0,0,0,0,0,0
Aysén,11,Coyhaique,61210,3,4.9,1,1.6,1,1.6,5
Aysén,11,Guaitecas,1599,0,0,0,0,0,0,0
Aysén,11,Lago Verde,920,0,0,0,0,0,0,0
Aysén,11,O'Higgins,661,0,0,0,0,0,0,0
Aysén,11,Río Ibáñez,2699,0,0,0,0,0,0,0
Aysén,11,Tortel,572,0,0,0,0,0,0,0
Magallanes,12,Antártica,137,0,0,0,0,0,0,0
Magallanes,12,Cabo de Hornos,1983,20,1008.6,1,50.4,1,50.4,1.009
Magallanes,12,Laguna Blanca,264,0,0,0,0,0,0,0
Magallanes,12,Natales,23782,11,46.3,1,4.2,1,4.2,46
Magallanes,12,Porvenir,7323,9,122.9,1,13.7,1,13.7,123
Magallanes,12,Primavera,694,1,144.1,0,0,0,0,144
Magallanes,12,Punta Arenas,141984,925,651.5,98,69,96,67.6,651
Magallanes,12,Río Verde,211,0,0,0,0,0,0,0
Magallanes,12,San Gregorio,681,2,293.7,1,146.8,1,146.8,294
Magallanes,12,Timaukel,282,0,0,0,0,0,0,0
Magallanes,12,Torres del Paine,1021,0,0,0,0,0,0,0
