Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Coquimbo,4,Vicuña,29741,10,33.6,2,6.7,2,6.7,34
Valparaíso,5,Algarrobo,15174,32,210.9,13,85.7,13,85.7,211
Valparaíso,5,Cabildo,20663,11,53.2,2,9.7,2,9.7,53
Valparaíso,5,Calera,53591,39,72.8,13,24.3,13,24.3,73
Valparaíso,5,Calle Larga,16482,20,121.3,9,54.6,9,54.6,121
Valparaíso,5,Cartagena,25357,31,122.3,6,23.7,6,23.7,122
Valparaíso,5,Casablanca,29170,21,72,10,34.3,10,34.3,72
Valparaíso,5,Catemu,15213,5,32.9,3,19.7,3,19.7,33
Valparaíso,5,Concón,45889,43,93.7,12,26.2,12,26.2,94
Valparaíso,5,El Quisco,17742,30,169.1,7,39.5,7,39.5,169
Valparaíso,5,El Tabo,14338,29,202.3,8,55.8,8,55.8,202
Valparaíso,5,Hijuelas,19099,5,26.2,4,20.9,4,20.9,26
Valparaíso,5,Isla de Pascua,8277,5,60.4,0,0,0,0,60
Valparaíso,5,Juan Fernández,1033,0,0,0,0,0,0,0
Valparaíso,5,La Cruz,25321,24,94.8,5,19.7,5,19.7,95
Valparaíso,5,La Ligua,37739,8,21.2,5,13.2,5,13.2,21
Valparaíso,5,Limache,49931,68,136.2,24,48.1,24,48.1,136
Valparaíso,5,Llaillay,26533,33,124.4,25,94.2,25,94.2,124
Valparaíso,5,Los Andes,68093,72,105.7,43,63.1,43,63.1,106
Valparaíso,5,Nogales,23490,9,38.3,6,25.5,6,25.5,38
Valparaíso,5,Olmué,19266,6,31.1,4,20.8,3,15.6,31
Valparaíso,5,Panquehue,7633,3,39.3,1,13.1,1,13.1,39
Valparaíso,5,Papudo,6201,4,64.5,4,64.5,4,64.5,65
Valparaíso,5,Petorca,10558,10,94.7,3,28.4,3,28.4,95
Valparaíso,5,Puchuncaví,20071,4,19.9,4,19.9,4,19.9,20
Valparaíso,5,Putaendo,17645,21,119,6,34,6,34,119
Valparaíso,5,Quillota,97572,56,57.4,17,17.4,17,17.4,57
Valparaíso,5,Quilpué,167085,124,74.2,40,23.9,40,23.9,74
Valparaíso,5,Quintero,36135,33,91.3,9,24.9,9,24.9,91
Valparaíso,5,Rinconada,11263,10,88.8,7,62.2,7,62.2,89
Valparaíso,5,San Antonio,96761,280,289.4,85,87.8,84,86.8,289
Valparaíso,5,San Esteban,20643,14,67.8,4,19.4,4,19.4,68
Valparaíso,5,San Felipe,83494,72,86.2,53,63.5,52,62.3,86
Valparaíso,5,Santa María,16367,26,158.9,6,36.7,6,36.7,159
Valparaíso,5,Santo Domingo,11934,35,293.3,8,67,8,67,293
Valparaíso,5,Valparaíso,315732,354,112.1,95,30.1,93,29.5,112
Valparaíso,5,Villa Alemana,139310,109,78.2,47,33.7,45,32.3,78
Valparaíso,5,Viña del Mar,361371,408,112.9,134,37.1,132,36.5,113
Valparaíso,5,Zapallar,7994,0,0,0,0,0,0,0
Metropolitana,RM,Alhué,7405,2,27,0,0,0,0,27
Metropolitana,RM,Buin,109641,358,326.5,150,136.8,150,136.8,327
Metropolitana,RM,Calera de Tango,28525,50,175.3,19,66.6,19,66.6,175
Metropolitana,RM,Cerrillos,88956,639,718.3,199,223.7,199,223.7,718
Metropolitana,RM,Cerro Navia,142465,851,597.3,211,148.1,211,148.1,597
Metropolitana,RM,Colina,180353,781,433,347,192.4,347,192.4,433
Metropolitana,RM,Conchalí,139195,1063,763.7,320,229.9,317,227.7,764
Metropolitana,RM,Curacaví,36430,116,318.4,49,134.5,49,134.5,318
Metropolitana,RM,El Bosque,172000,1026,596.5,402,233.7,401,233.1,597
Metropolitana,RM,El Monte,40014,80,199.9,26,65,25,62.5,200
Metropolitana,RM,Estación Central,206792,1466,708.9,478,231.2,476,230.2,709
Metropolitana,RM,Huechuraba,112528,669,594.5,230,204.4,229,203.5,595
Metropolitana,RM,Independencia,142065,1699,1195.9,389,273.8,389,273.8,1.196
Metropolitana,RM,Isla de Maipo,40171,41,102.1,14,34.9,14,34.9,102
Metropolitana,RM,La Cisterna,100434,646,643.2,281,279.8,280,278.8,643
Metropolitana,RM,La Florida,402433,2514,624.7,977,242.8,971,241.3,625
Metropolitana,RM,La Granja,122557,1260,1028.1,588,479.8,586,478.1,1.028
Metropolitana,RM,La Pintana,189335,1432,756.3,525,277.3,524,276.8,756
Metropolitana,RM,La Reina,100252,384,383,140,139.6,140,139.6,383
Metropolitana,RM,Lampa,126898,463,364.9,149,117.4,149,117.4,365
Metropolitana,RM,Las Condes,330759,1439,435.1,544,164.5,542,163.9,435
Metropolitana,RM,Lo Barnechea,124076,742,598,243,195.8,243,195.8,598
Metropolitana,RM,Lo Espejo,103865,788,758.7,334,321.6,331,318.7,759
Metropolitana,RM,Lo Prado,104403,617,591,170,162.8,169,161.9,591
Metropolitana,RM,Macul,134635,949,704.9,394,292.6,391,290.4,705
Metropolitana,RM,Maipú,578605,2000,345.7,773,133.6,772,133.4,346
Metropolitana,RM,María Pinto,14926,12,80.4,3,20.1,3,20.1,80
Metropolitana,RM,Melipilla,141612,310,218.9,129,91.1,129,91.1,219
Metropolitana,RM,Ñuñoa,250192,1091,436.1,419,167.5,418,167.1,436
Metropolitana,RM,Padre Hurtado,74188,202,272.3,71,95.7,71,95.7,272
Metropolitana,RM,Paine,82766,177,213.9,85,102.7,85,102.7,214
Metropolitana,RM,Pedro Aguirre Cerda,107803,890,825.6,371,344.1,369,342.3,826
Metropolitana,RM,Peñaflor,101058,222,219.7,73,72.2,73,72.2,220
Metropolitana,RM,Peñalolén,266798,2160,809.6,925,346.7,921,345.2,810
Metropolitana,RM,Pirque,30433,136,446.9,46,151.2,46,151.2,447
Metropolitana,RM,Providencia,157749,706,447.5,252,159.7,249,157.8,448
Metropolitana,RM,Pudahuel,253139,1095,432.6,293,115.7,290,114.6,433
Metropolitana,RM,Puente Alto,645909,3658,566.3,1237,191.5,1234,191,566
Metropolitana,RM,Quilicura,254694,1593,625.5,422,165.7,422,165.7,625
Metropolitana,RM,Quinta Normal,136368,879,644.6,223,163.5,223,163.5,645
Metropolitana,RM,Recoleta,190075,2135,1123.2,562,295.7,559,294.1,1.123
Metropolitana,RM,Renca,160847,967,601.2,274,170.3,274,170.3,601
Metropolitana,RM,San Bernardo,334836,1807,539.7,699,208.8,697,208.2,540
Metropolitana,RM,San Joaquín,103485,1325,1280.4,620,599.1,617,596.2,1.280
Metropolitana,RM,San José de Maipo,18644,102,547.1,48,257.5,47,252.1,547
Metropolitana,RM,San Miguel,133059,1015,762.8,406,305.1,403,302.9,763
Metropolitana,RM,San Pedro,11953,25,209.2,3,25.1,3,25.1,209
Metropolitana,RM,San Ramón,86510,1069,1235.7,446,515.5,445,514.4,1.236
Metropolitana,RM,Santiago,503147,3935,782.1,1213,241.1,1210,240.5,782
Metropolitana,RM,Talagante,81838,155,189.4,60,73.3,60,73.3,189
Metropolitana,RM,Tiltil,21477,40,186.2,17,79.2,17,79.2,186
Metropolitana,RM,Vitacura,96774,485,501.2,190,196.3,190,196.3,501
O’Higgins,6,Chépica,15925,6,37.7,6,37.7,6,37.7,38
O’Higgins,6,Chimbarongo,37696,6,15.9,3,8,3,8,16
O’Higgins,6,Codegua,14096,6,42.6,3,21.3,3,21.3,43
O’Higgins,6,Coinco,7831,8,102.2,5,63.8,5,63.8,102
O’Higgins,6,Coltauco,21263,16,75.2,7,32.9,7,32.9,75
O’Higgins,6,Doñihue,22700,20,88.1,10,44.1,10,44.1,88
O’Higgins,6,Graneros,36504,32,87.7,12,32.9,12,32.9,88
O’Higgins,6,La Estrella,3114,0,0,0,0,0,0,0
O’Higgins,6,Las Cabras,26749,13,48.6,3,11.2,3,11.2,49
O’Higgins,6,Litueche,6765,11,162.6,2,29.6,2,29.6,163
O’Higgins,6,Lolol,7289,3,41.2,3,41.2,3,41.2,41
O’Higgins,6,Machalí,59913,29,48.4,7,11.7,7,11.7,48
O’Higgins,6,Malloa,14163,2,14.1,1,7.1,1,7.1,14
O’Higgins,6,Marchihue,7632,0,0,0,0,0,0,0
O’Higgins,6,Mostazal,27462,7,25.5,2,7.3,2,7.3,25
O’Higgins,6,Nancagua,19141,5,26.1,3,15.7,3,15.7,26
O’Higgins,6,Navidad,6904,10,144.8,5,72.4,5,72.4,145
O’Higgins,6,Olivar,14624,16,109.4,6,41,6,41,109
O’Higgins,6,Palmilla,13299,0,0,0,0,0,0,0
O’Higgins,6,Paredones,6349,2,31.5,2,31.5,2,31.5,32
O’Higgins,6,Peralillo,11848,2,16.9,2,16.9,2,16.9,17
O’Higgins,6,Peumo,14952,5,33.4,2,13.4,2,13.4,33
O’Higgins,6,Pichidegua,20743,6,28.9,5,24.1,4,19.3,29
O’Higgins,6,Pichilemu,17882,5,28,2,11.2,2,11.2,28
O’Higgins,6,Placilla,9164,4,43.6,3,32.7,3,32.7,44
O’Higgins,6,Pumanque,3531,0,0,0,0,0,0,0
O’Higgins,6,Quinta de Tilcoco,13877,2,14.4,1,7.2,1,7.2,14
O’Higgins,6,Rancagua,265211,195,73.5,83,31.3,82,30.9,74
O’Higgins,6,Rengo,63710,22,34.5,7,11,7,11,35
O’Higgins,6,Requínoa,30371,10,32.9,3,9.9,3,9.9,33
O’Higgins,6,San Fernando,78642,14,17.8,4,5.1,4,5.1,18
O’Higgins,6,San Vicente,50617,35,69.1,18,35.6,18,35.6,69
O’Higgins,6,Santa Cruz,41096,11,26.8,4,9.7,4,9.7,27
Maule,7,Cauquenes,44143,26,58.9,10,22.7,10,22.7,59
Maule,7,Chanco,9331,3,32.2,0,0,0,0,32
Maule,7,Colbún,22565,19,84.2,9,39.9,9,39.9,84
Maule,7,Constitución,50348,28,55.6,4,7.9,4,7.9,56
Maule,7,Curepto,9426,12,127.3,2,21.2,2,21.2,127
Maule,7,Curicó,163626,116,70.9,51,31.2,50,30.6,71
Maule,7,Empedrado,4206,0,0,0,0,0,0,0
Maule,7,Hualañé,10222,1,9.8,1,9.8,1,9.8,10
Maule,7,Licantén,6989,2,28.6,0,0,0,0,29
Maule,7,Linares,101073,60,59.4,21,20.8,21,20.8,59
Maule,7,Longaví,32810,19,57.9,11,33.5,11,33.5,58
Maule,7,Maule,60000,36,60,11,18.3,11,18.3,60
Maule,7,Molina,49800,10,20.1,2,4,2,4,20
Maule,7,Parral,44544,21,47.1,8,18,8,18,47
Maule,7,Pelarco,9083,17,187.2,8,88.1,8,88.1,187
Maule,7,Pelluhue,8092,10,123.6,7,86.5,7,86.5,124
Maule,7,Pencahue,8601,3,34.9,0,0,0,0,35
Maule,7,Rauco,11248,4,35.6,1,8.9,1,8.9,36
Maule,7,Retiro,21071,3,14.2,1,4.7,1,4.7,14
Maule,7,Río Claro,14753,13,88.1,2,13.6,2,13.6,88
Maule,7,Romeral,16170,13,80.4,0,0,0,0,80
Maule,7,Sagrada Familia,19469,3,15.4,1,5.1,1,5.1,15
Maule,7,San Clemente,46292,36,77.8,13,28.1,13,28.1,78
Maule,7,San Javier,49451,41,82.9,15,30.3,15,30.3,83
Maule,7,San Rafael,9959,29,291.2,22,220.9,22,220.9,291
Maule,7,Talca,236724,247,104.3,65,27.5,65,27.5,104
Maule,7,Teno,30850,9,29.2,2,6.5,2,6.5,29
Maule,7,Vichuquén,4381,0,0,0,0,0,0,0
Maule,7,Villa Alegre,17512,4,22.8,1,5.7,1,5.7,23
Maule,7,Yerbas Buenas,19200,15,78.1,10,52.1,10,52.1,78
Ñuble,16,Bulnes,22607,138,610.4,50,221.2,50,221.2,610
Ñuble,16,Chillán,198624,505,254.2,62,31.2,62,31.2,254
Ñuble,16,Chillán Viejo,33827,72,212.8,14,41.4,14,41.4,213
Ñuble,16,Cobquecura,5275,0,0,0,0,0,0,0
Ñuble,16,Coelemu,16845,6,35.6,2,11.9,2,11.9,36
Ñuble,16,Coihueco,28375,50,176.2,7,24.7,7,24.7,176
Ñuble,16,El Carmen,12334,6,48.6,2,16.2,2,16.2,49
Ñuble,16,Ninhue,5414,5,92.4,1,18.5,1,18.5,92
Ñuble,16,Ñiquén,11567,4,34.6,1,8.6,1,8.6,35
Ñuble,16,Pemuco,8639,10,115.8,2,23.2,2,23.2,116
Ñuble,16,Pinto,11880,17,143.1,5,42.1,5,42.1,143
Ñuble,16,Portezuelo,4940,7,141.7,6,121.5,6,121.5,142
Ñuble,16,Quillón,18777,39,207.7,6,32,6,32,208
Ñuble,16,Quirihue,12192,16,131.2,6,49.2,6,49.2,131
Ñuble,16,Ranquil,6261,10,159.7,0,0,0,0,160
Ñuble,16,San Carlos,56252,52,92.4,8,14.2,8,14.2,92
Ñuble,16,San Fabián,4654,8,171.9,0,0,0,0,172
Ñuble,16,San Ignacio,16624,14,84.2,3,18,3,18,84
Ñuble,16,San Nicolás,12172,19,156.1,4,32.9,4,32.9,156
Ñuble,16,Treguaco,5696,0,0,0,0,0,0,0
Ñuble,16,Yungay,18596,59,317.3,3,16.1,3,16.1,317
Biobío,8,Alto Biobío,6775,1,14.8,1,14.8,1,14.8,15
Biobío,8,Antuco,4306,4,92.9,2,46.4,2,46.4,93
Biobío,8,Arauco,38679,28,72.4,13,33.6,13,33.6,72
Biobío,8,Cabrero,30725,26,84.6,4,13,4,13,85
Biobío,8,Cañete,37003,3,8.1,3,8.1,3,8.1,8
Biobío,8,Chiguayante,91180,87,95.4,9,9.9,9,9.9,95
Biobío,8,Concepción,238092,209,87.8,40,16.8,39,16.4,88
Biobío,8,Contulmo,6330,0,0,0,0,0,0,0
Biobío,8,Coronel,125829,56,44.5,22,17.5,22,17.5,45
Biobío,8,Curanilahue,33892,5,14.8,1,3,1,3,15
Biobío,8,Florida,11841,4,33.8,0,0,0,0,34
Biobío,8,Hualpén,97273,142,146,15,15.4,15,15.4,146
Biobío,8,Hualqui,26201,27,103,6,22.9,6,22.9,103
Biobío,8,Laja,23873,54,226.2,31,129.9,31,129.9,226
Biobío,8,Lebu,27100,2,7.4,0,0,0,0,7
Biobío,8,Los Álamos,22524,1,4.4,0,0,0,0,4
Biobío,8,Los Ángeles,218515,137,62.7,78,35.7,78,35.7,63
Biobío,8,Lota,45750,32,69.9,17,37.2,17,37.2,70
Biobío,8,Mulchén,31041,11,35.4,1,3.2,1,3.2,35
Biobío,8,Nacimiento,27944,28,100.2,8,28.6,8,28.6,100
Biobío,8,Negrete,10429,25,239.7,21,201.4,21,201.4,240
Biobío,8,Penco,49865,24,48.1,3,6,3,6,48
Biobío,8,Quilaco,4179,0,0,0,0,0,0,0
Biobío,8,Quilleco,10032,0,0,0,0,0,0,0
Biobío,8,San Pedro de la Paz,145906,133,91.2,21,14.4,21,14.4,91
Biobío,8,San Rosendo,3611,2,55.4,2,55.4,2,55.4,55
Biobío,8,Santa Bárbara,14592,14,95.9,10,68.5,10,68.5,96
Biobío,8,Santa Juana,14779,2,13.5,0,0,0,0,14
Biobío,8,Talcahuano,158345,161,101.7,31,19.6,31,19.6,102
Biobío,8,Tirúa,11019,4,36.3,0,0,0,0,36
Biobío,8,Tomé,58729,73,124.3,9,15.3,9,15.3,124
Biobío,8,Tucapel,15205,4,26.3,3,19.7,3,19.7,26
Biobío,8,Yumbel,22132,14,63.3,1,4.5,1,4.5,63
Araucanía,9,Angol,56058,127,226.6,6,10.7,6,10.7,227
Araucanía,9,Carahue,25486,39,153,3,11.8,3,11.8,153
Araucanía,9,Cholchol,12341,6,48.6,2,16.2,2,16.2,49
Araucanía,9,Collipulli,26148,12,45.9,4,15.3,4,15.3,46
Araucanía,9,Cunco,18055,20,110.8,13,72,13,72,111
Araucanía,9,Curacautín,18178,7,38.5,0,0,0,0,39
Araucanía,9,Curarrehue,7802,4,51.3,0,0,0,0,51
Araucanía,9,Ercilla,8458,11,130.1,0,0,0,0,130
Araucanía,9,Freire,25446,29,114,14,55,14,55,114
Araucanía,9,Galvarino,12633,3,23.7,0,0,0,0,24
Araucanía,9,Gorbea,15148,17,112.2,1,6.6,1,6.6,112
Araucanía,9,Lautaro,40746,56,137.4,8,19.6,8,19.6,137
Araucanía,9,Loncoche,24739,21,84.9,2,8.1,2,8.1,85
Araucanía,9,Lonquimay,11049,55,497.8,33,298.7,33,298.7,498
Araucanía,9,Los Sauces,7517,1,13.3,0,0,0,0,13
Araucanía,9,Lumaco,10050,8,79.6,1,10,1,10,80
Araucanía,9,Melipeuco,6265,0,0,0,0,0,0,0
Araucanía,9,Nueva Imperial,33777,52,154,5,14.8,5,14.8,154
Araucanía,9,Padre Las Casas,82110,127,154.7,18,21.9,18,21.9,155
Araucanía,9,Perquenco,7223,5,69.2,0,0,0,0,69
Araucanía,9,Pitrufquén,26096,25,95.8,7,26.8,7,26.8,96
Araucanía,9,Pucón,29782,19,63.8,2,6.7,2,6.7,64
Araucanía,9,Purén,12188,7,57.4,0,0,0,0,57
Araucanía,9,Renaico,10833,19,175.4,5,46.2,5,46.2,175
Araucanía,9,Saavedra,12793,80,625.3,22,172,22,172,625
Araucanía,9,Temuco,302931,793,261.8,60,19.8,60,19.8,262
Araucanía,9,Teodoro Schmidt,15786,7,44.3,2,12.7,2,12.7,44
Araucanía,9,Toltén,10055,8,79.6,0,0,0,0,80
Araucanía,9,Traiguén,19314,8,41.4,5,25.9,5,25.9,41
Araucanía,9,Victoria,35467,81,228.4,2,5.6,2,5.6,228
Araucanía,9,Vilcún,30766,63,204.8,9,29.3,9,29.3,205
Araucanía,9,Villarrica,59103,22,37.2,1,1.7,1,1.7,37
Los Ríos,14,Corral,5447,11,201.9,8,146.9,8,146.9,202
Los Ríos,14,Futrono,15261,15,98.3,10,65.5,10,65.5,98
Los Ríos,14,La Unión,39538,42,106.2,2,5.1,2,5.1,106
Los Ríos,14,Lago Ranco,10292,2,19.4,0,0,0,0,19
Los Ríos,14,Lanco,17652,9,51,0,0,0,0,51
Los Ríos,14,Los Lagos,20518,0,0,0,0,0,0,0
Los Ríos,14,Máfil,7389,3,40.6,1,13.5,1,13.5,41
Los Ríos,14,Mariquina,23250,14,60.2,4,17.2,4,17.2,60
Los Ríos,14,Paillaco,20798,4,19.2,3,14.4,3,14.4,19
Los Ríos,14,Panguipulli,35991,3,8.3,2,5.6,2,5.6,8
Los Ríos,14,Río Bueno,32925,13,39.5,1,3,1,3,39
Los Ríos,14,Valdivia,176774,147,83.2,24,13.6,24,13.6,83
Los Lagos,10,Ancud,42458,83,195.5,41,96.6,41,96.6,195
Los Lagos,10,Calbuco,36744,8,21.8,1,2.7,1,2.7,22
Los Lagos,10,Castro,47607,8,16.8,1,2.1,1,2.1,17
Los Lagos,10,Chaitén,5020,1,19.9,0,0,0,0,20
Los Lagos,10,Chonchi,16013,0,0,0,0,0,0,0
Los Lagos,10,Cochamó,4006,1,25,0,0,0,0,25
Los Lagos,10,Curaco de Vélez,4066,0,0,0,0,0,0,0
Los Lagos,10,Dalcahue,15069,2,13.3,2,13.3,1,6.6,13
Los Lagos,10,Fresia,12656,0,0,0,0,0,0,0
Los Lagos,10,Frutillar,20223,7,34.6,0,0,0,0,35
Los Lagos,10,Futaleufú,2806,1,35.6,1,35.6,1,35.6,36
Los Lagos,10,Hualaihué,9525,3,31.5,0,0,0,0,31
Los Lagos,10,Llanquihue,18621,6,32.2,3,16.1,3,16.1,32
Los Lagos,10,Los Muermos,17817,2,11.2,0,0,0,0,11
Los Lagos,10,Maullín,14894,14,94,13,87.3,13,87.3,94
Los Lagos,10,Osorno,173410,343,197.8,18,10.4,18,10.4,198
Los Lagos,10,Palena,1827,0,0,0,0,0,0,0
Los Lagos,10,Puerto Montt,269398,88,32.7,32,11.9,32,11.9,33
Los Lagos,10,Puerto Octay,9192,5,54.4,0,0,0,0,54
Los Lagos,10,Puerto Varas,48620,11,22.6,3,6.2,3,6.2,23
Los Lagos,10,Puqueldón,4201,0,0,0,0,0,0,0
Los Lagos,10,Purranque,21080,32,151.8,5,23.7,5,23.7,152
Los Lagos,10,Puyehue,11787,7,59.4,0,0,0,0,59
Los Lagos,10,Queilén,5543,0,0,0,0,0,0,0
Los Lagos,10,Quellón,29309,1,3.4,0,0,0,0,3
Los Lagos,10,Quemchi,8783,4,45.5,4,45.5,4,45.5,46
Los Lagos,10,Quinchao,8298,1,12.1,0,0,0,0,12
Los Lagos,10,Río Negro,14275,26,182.1,6,42,6,42,182
Los Lagos,10,San Juan de la Costa,7639,34,445.1,4,52.4,4,52.4,445
Los Lagos,10,San Pablo,10553,10,94.8,1,9.5,1,9.5,95
Aysén,11,Aysén,25002,1,4,0,0,0,0,4
Aysén,11,Chile Chico,5121,1,19.5,0,0,0,0,20
Aysén,11,Cisnes,5828,0,0,0,0,0,0,0
Aysén,11,Cochrane,3685,0,0,0,0,0,0,0
Aysén,11,Coyhaique,61210,3,4.9,0,0,0,0,5
Aysén,11,Guaitecas,1599,0,0,0,0,0,0,0
Aysén,11,Lago Verde,920,0,0,0,0,0,0,0
Aysén,11,O'Higgins,661,0,0,0,0,0,0,0
Aysén,11,Río Ibáñez,2699,0,0,0,0,0,0,0
Aysén,11,Tortel,572,0,0,0,0,0,0,0
Magallanes,12,Antártica,137,0,0,0,0,0,0,0
Magallanes,12,Cabo de Hornos,1983,21,1059,0,0,0,0,1.059
Magallanes,12,Laguna Blanca,264,1,378.8,0,0,0,0,379
Magallanes,12,Natales,23782,12,50.5,2,8.4,2,8.4,50
Magallanes,12,Porvenir,7323,9,122.9,0,0,0,0,123
Magallanes,12,Primavera,694,1,144.1,0,0,0,0,144
Magallanes,12,Punta Arenas,141984,945,665.6,64,45.1,64,45.1,666
Magallanes,12,Río Verde,211,0,0,0,0,0,0,0
Magallanes,12,San Gregorio,681,3,440.5,2,293.7,2,293.7,441
Magallanes,12,Timaukel,282,0,0,0,0,0,0,0
Magallanes,12,Torres del Paine,1021,0,0,0,0,0,0,0
