Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Atacama,3,Tierra Amarilla,14312,22,153.7,13,90.8,13,90.8,154
Atacama,3,Vallenar,57009,42,73.7,15,26.3,15,26.3,74
Coquimbo,4,Andacollo,11791,3,25.4,1,8.5,1,8.5,25
Coquimbo,4,Canela,9546,1,10.5,0,0,0,0,10
Coquimbo,4,Combarbalá,13884,2,14.4,1,7.2,1,7.2,14
Coquimbo,4,Coquimbo,256735,49,19.1,14,5.5,14,5.5,19
Coquimbo,4,Illapel,32801,19,57.9,0,0,0,0,58
Coquimbo,4,La Higuera,4450,0,0,0,0,0,0,0
Coquimbo,4,La Serena,249656,57,22.8,27,10.8,26,10.4,23
Coquimbo,4,Los Vilos,23374,1,4.3,0,0,0,0,4
Coquimbo,4,Monte Patria,32527,3,9.2,3,9.2,3,9.2,9
Coquimbo,4,Ovalle,121269,35,28.9,20,16.5,20,16.5,29
Coquimbo,4,Paiguano,4675,0,0,0,0,0,0,0
Coquimbo,4,Punitaqui,12165,8,65.8,5,41.1,5,41.1,66
Coquimbo,4,Río Hurtado,4372,2,45.7,0,0,0,0,46
Coquimbo,4,Salamanca,29110,12,41.2,2,6.9,2,6.9,41
Coquimbo,4,Vicuña,29741,5,16.8,4,13.4,4,13.4,17
Valparaíso,5,Algarrobo,15174,19,125.2,6,39.5,5,33,125
Valparaíso,5,Cabildo,20663,7,33.9,1,4.8,1,4.8,34
Valparaíso,5,Calera,53591,28,52.2,5,9.3,5,9.3,52
Valparaíso,5,Calle Larga,16482,12,72.8,5,30.3,5,30.3,73
Valparaíso,5,Cartagena,25357,21,82.8,9,35.5,8,31.5,83
Valparaíso,5,Casablanca,29170,13,44.6,10,34.3,10,34.3,45
Valparaíso,5,Catemu,15213,2,13.1,1,6.6,1,6.6,13
Valparaíso,5,Concón,45889,29,63.2,6,13.1,6,13.1,63
Valparaíso,5,El Quisco,17742,23,129.6,9,50.7,9,50.7,130
Valparaíso,5,El Tabo,14338,23,160.4,10,69.7,10,69.7,160
Valparaíso,5,Hijuelas,19099,2,10.5,1,5.2,1,5.2,10
Valparaíso,5,Isla de Pascua,8277,5,60.4,0,0,0,0,60
Valparaíso,5,Juan Fernández,1033,0,0,0,0,0,0,0
Valparaíso,5,La Cruz,25321,19,75,8,31.6,8,31.6,75
Valparaíso,5,La Ligua,37739,3,7.9,0,0,0,0,8
Valparaíso,5,Limache,49931,47,94.1,23,46.1,23,46.1,94
Valparaíso,5,Llaillay,26533,11,41.5,7,26.4,7,26.4,41
Valparaíso,5,Los Andes,68093,28,41.1,17,25,17,25,41
Valparaíso,5,Nogales,23490,3,12.8,2,8.5,2,8.5,13
Valparaíso,5,Olmué,19266,3,15.6,1,5.2,1,5.2,16
Valparaíso,5,Panquehue,7633,1,13.1,1,13.1,1,13.1,13
Valparaíso,5,Papudo,6201,0,0,0,0,0,0,0
Valparaíso,5,Petorca,10558,7,66.3,1,9.5,1,9.5,66
Valparaíso,5,Puchuncaví,20071,0,0,0,0,0,0,0
Valparaíso,5,Putaendo,17645,12,68,5,28.3,5,28.3,68
Valparaíso,5,Quillota,97572,39,40,11,11.3,11,11.3,40
Valparaíso,5,Quilpué,167085,88,52.7,34,20.3,34,20.3,53
Valparaíso,5,Quintero,36135,23,63.7,10,27.7,10,27.7,64
Valparaíso,5,Rinconada,11263,3,26.6,0,0,0,0,27
Valparaíso,5,San Antonio,96761,191,197.4,59,61,59,61,197
Valparaíso,5,San Esteban,20643,9,43.6,5,24.2,5,24.2,44
Valparaíso,5,San Felipe,83494,30,35.9,18,21.6,18,21.6,36
Valparaíso,5,Santa María,16367,20,122.2,3,18.3,3,18.3,122
Valparaíso,5,Santo Domingo,11934,29,243,7,58.7,7,58.7,243
Valparaíso,5,Valparaíso,315732,255,80.8,97,30.7,93,29.5,81
Valparaíso,5,Villa Alemana,139310,64,45.9,33,23.7,33,23.7,46
Valparaíso,5,Viña del Mar,361371,275,76.1,105,29.1,103,28.5,76
Valparaíso,5,Zapallar,7994,0,0,0,0,0,0,0
Metropolitana,RM,Alhué,7405,0,0,0,0,0,0,0
Metropolitana,RM,Buin,109641,216,197,112,102.2,112,102.2,197
Metropolitana,RM,Calera de Tango,28525,29,101.7,10,35.1,10,35.1,102
Metropolitana,RM,Cerrillos,88956,432,485.6,161,181,161,181,486
Metropolitana,RM,Cerro Navia,142465,476,334.1,161,113,161,113,334
Metropolitana,RM,Colina,180353,429,237.9,256,141.9,256,141.9,238
Metropolitana,RM,Conchalí,139195,626,449.7,263,188.9,263,188.9,450
Metropolitana,RM,Curacaví,36430,65,178.4,37,101.6,37,101.6,178
Metropolitana,RM,El Bosque,172000,612,355.8,268,155.8,268,155.8,356
Metropolitana,RM,El Monte,40014,31,77.5,2,5,2,5,77
Metropolitana,RM,Estación Central,206792,954,461.3,401,193.9,401,193.9,461
Metropolitana,RM,Huechuraba,112528,375,333.3,164,145.7,164,145.7,333
Metropolitana,RM,Independencia,142065,1199,844,458,322.4,457,321.7,844
Metropolitana,RM,Isla de Maipo,40171,23,57.3,8,19.9,8,19.9,57
Metropolitana,RM,La Cisterna,100434,348,346.5,159,158.3,159,158.3,346
Metropolitana,RM,La Florida,402433,1538,382.2,791,196.6,786,195.3,382
Metropolitana,RM,La Granja,122557,635,518.1,384,313.3,382,311.7,518
Metropolitana,RM,La Pintana,189335,840,443.7,405,213.9,403,212.9,444
Metropolitana,RM,La Reina,100252,247,246.4,102,101.7,101,100.7,246
Metropolitana,RM,Lampa,126898,278,219.1,129,101.7,129,101.7,219
Metropolitana,RM,Las Condes,330759,961,290.5,415,125.5,410,124,291
Metropolitana,RM,Lo Barnechea,124076,520,419.1,203,163.6,201,162,419
Metropolitana,RM,Lo Espejo,103865,423,407.3,235,226.3,235,226.3,407
Metropolitana,RM,Lo Prado,104403,390,373.6,130,124.5,130,124.5,374
Metropolitana,RM,Macul,134635,524,389.2,258,191.6,255,189.4,389
Metropolitana,RM,Maipú,578605,1212,209.5,529,91.4,529,91.4,209
Metropolitana,RM,María Pinto,14926,3,20.1,0,0,0,0,20
Metropolitana,RM,Melipilla,141612,168,118.6,48,33.9,48,33.9,119
Metropolitana,RM,Ñuñoa,250192,692,276.6,284,113.5,283,113.1,277
Metropolitana,RM,Padre Hurtado,74188,125,168.5,43,58,43,58,168
Metropolitana,RM,Paine,82766,108,130.5,72,87,72,87,130
Metropolitana,RM,Pedro Aguirre Cerda,107803,525,487,251,232.8,249,231,487
Metropolitana,RM,Peñaflor,101058,130,128.6,42,41.6,42,41.6,129
Metropolitana,RM,Peñalolén,266798,1157,433.7,639,239.5,638,239.1,434
Metropolitana,RM,Pirque,30433,92,302.3,38,124.9,38,124.9,302
Metropolitana,RM,Providencia,157749,472,299.2,192,121.7,191,121.1,299
Metropolitana,RM,Pudahuel,253139,622,245.7,236,93.2,234,92.4,246
Metropolitana,RM,Puente Alto,645909,2165,335.2,803,124.3,802,124.2,335
Metropolitana,RM,Quilicura,254694,1080,424,334,131.1,332,130.4,424
Metropolitana,RM,Quinta Normal,136368,560,410.7,181,132.7,181,132.7,411
Metropolitana,RM,Recoleta,190075,1330,699.7,534,280.9,534,280.9,700
Metropolitana,RM,Renca,160847,510,317.1,174,108.2,173,107.6,317
Metropolitana,RM,San Bernardo,334836,1018,304,400,119.5,399,119.2,304
Metropolitana,RM,San Joaquín,103485,727,702.5,411,397.2,409,395.2,703
Metropolitana,RM,San José de Maipo,18644,61,327.2,35,187.7,35,187.7,327
Metropolitana,RM,San Miguel,133059,563,423.1,252,189.4,250,187.9,423
Metropolitana,RM,San Pedro,11953,17,142.2,2,16.7,2,16.7,142
Metropolitana,RM,San Ramón,86510,638,737.5,356,411.5,354,409.2,737
Metropolitana,RM,Santiago,503147,2627,522.1,1117,222,1116,221.8,522
Metropolitana,RM,Talagante,81838,88,107.5,34,41.5,34,41.5,108
Metropolitana,RM,Tiltil,21477,21,97.8,8,37.2,8,37.2,98
Metropolitana,RM,Vitacura,96774,325,335.8,155,160.2,155,160.2,336
O’Higgins,6,Chépica,15925,1,6.3,1,6.3,1,6.3,6
O’Higgins,6,Chimbarongo,37696,5,13.3,3,8,3,8,13
O’Higgins,6,Codegua,14096,3,21.3,1,7.1,1,7.1,21
O’Higgins,6,Coinco,7831,4,51.1,3,38.3,3,38.3,51
O’Higgins,6,Coltauco,21263,9,42.3,9,42.3,9,42.3,42
O’Higgins,6,Doñihue,22700,10,44.1,6,26.4,6,26.4,44
O’Higgins,6,Graneros,36504,23,63,18,49.3,18,49.3,63
O’Higgins,6,La Estrella,3114,0,0,0,0,0,0,0
O’Higgins,6,Las Cabras,26749,12,44.9,2,7.5,2,7.5,45
O’Higgins,6,Litueche,6765,9,133,1,14.8,1,14.8,133
O’Higgins,6,Lolol,7289,0,0,0,0,0,0,0
O’Higgins,6,Machalí,59913,24,40.1,7,11.7,6,10,40
O’Higgins,6,Malloa,14163,1,7.1,1,7.1,1,7.1,7
O’Higgins,6,Marchihue,7632,0,0,0,0,0,0,0
O’Higgins,6,Mostazal,27462,4,14.6,3,10.9,3,10.9,15
O’Higgins,6,Nancagua,19141,3,15.7,2,10.4,2,10.4,16
O’Higgins,6,Navidad,6904,8,115.9,5,72.4,5,72.4,116
O’Higgins,6,Olivar,14624,13,88.9,7,47.9,7,47.9,89
O’Higgins,6,Palmilla,13299,0,0,0,0,0,0,0
O’Higgins,6,Paredones,6349,0,0,0,0,0,0,0
O’Higgins,6,Peralillo,11848,0,0,0,0,0,0,0
O’Higgins,6,Peumo,14952,4,26.8,1,6.7,1,6.7,27
O’Higgins,6,Pichidegua,20743,2,9.6,2,9.6,2,9.6,10
O’Higgins,6,Pichilemu,17882,1,5.6,1,5.6,1,5.6,6
O’Higgins,6,Placilla,9164,2,21.8,1,10.9,1,10.9,22
O’Higgins,6,Pumanque,3531,0,0,0,0,0,0,0
O’Higgins,6,Quinta de Tilcoco,13877,1,7.2,0,0,0,0,7
O’Higgins,6,Rancagua,265211,128,48.3,74,27.9,74,27.9,48
O’Higgins,6,Rengo,63710,14,22,4,6.3,4,6.3,22
O’Higgins,6,Requínoa,30371,8,26.3,4,13.2,4,13.2,26
O’Higgins,6,San Fernando,78642,10,12.7,4,5.1,4,5.1,13
O’Higgins,6,San Vicente,50617,20,39.5,11,21.7,11,21.7,40
O’Higgins,6,Santa Cruz,41096,5,12.2,2,4.9,2,4.9,12
Maule,7,Cauquenes,44143,20,45.3,7,15.9,7,15.9,45
Maule,7,Chanco,9331,3,32.2,0,0,0,0,32
Maule,7,Colbún,22565,10,44.3,4,17.7,4,17.7,44
Maule,7,Constitución,50348,26,51.6,3,6,3,6,52
Maule,7,Curepto,9426,9,95.5,0,0,0,0,95
Maule,7,Curicó,163626,63,38.5,13,7.9,13,7.9,39
Maule,7,Empedrado,4206,0,0,0,0,0,0,0
Maule,7,Hualañé,10222,0,0,0,0,0,0,0
Maule,7,Licantén,6989,2,28.6,0,0,0,0,29
Maule,7,Linares,101073,46,45.5,17,16.8,17,16.8,46
Maule,7,Longaví,32810,10,30.5,5,15.2,5,15.2,30
Maule,7,Maule,60000,28,46.7,4,6.7,4,6.7,47
Maule,7,Molina,49800,8,16.1,1,2,1,2,16
Maule,7,Parral,44544,11,24.7,2,4.5,2,4.5,25
Maule,7,Pelarco,9083,13,143.1,8,88.1,8,88.1,143
Maule,7,Pelluhue,8092,5,61.8,3,37.1,3,37.1,62
Maule,7,Pencahue,8601,3,34.9,0,0,0,0,35
Maule,7,Rauco,11248,2,17.8,0,0,0,0,18
Maule,7,Retiro,21071,2,9.5,1,4.7,1,4.7,9
Maule,7,Río Claro,14753,11,74.6,2,13.6,2,13.6,75
Maule,7,Romeral,16170,13,80.4,0,0,0,0,80
Maule,7,Sagrada Familia,19469,2,10.3,0,0,0,0,10
Maule,7,San Clemente,46292,23,49.7,11,23.8,11,23.8,50
Maule,7,San Javier,49451,34,68.8,9,18.2,9,18.2,69
Maule,7,San Rafael,9959,6,60.2,3,30.1,3,30.1,60
Maule,7,Talca,236724,191,80.7,28,11.8,28,11.8,81
Maule,7,Teno,30850,8,25.9,2,6.5,2,6.5,26
Maule,7,Vichuquén,4381,0,0,0,0,0,0,0
Maule,7,Villa Alegre,17512,3,17.1,1,5.7,1,5.7,17
Maule,7,Yerbas Buenas,19200,5,26,3,15.6,3,15.6,26
Ñuble,16,Bulnes,22607,108,477.7,37,163.7,36,159.2,478
Ñuble,16,Chillán,198624,444,223.5,28,14.1,28,14.1,224
Ñuble,16,Chillán Viejo,33827,61,180.3,4,11.8,4,11.8,180
Ñuble,16,Cobquecura,5275,0,0,0,0,0,0,0
Ñuble,16,Coelemu,16845,4,23.7,0,0,0,0,24
Ñuble,16,Coihueco,28375,45,158.6,3,10.6,3,10.6,159
Ñuble,16,El Carmen,12334,4,32.4,1,8.1,1,8.1,32
Ñuble,16,Ninhue,5414,4,73.9,0,0,0,0,74
Ñuble,16,Ñiquén,11567,3,25.9,0,0,0,0,26
Ñuble,16,Pemuco,8639,9,104.2,3,34.7,3,34.7,104
Ñuble,16,Pinto,11880,12,101,0,0,0,0,101
Ñuble,16,Portezuelo,4940,2,40.5,2,40.5,2,40.5,40
Ñuble,16,Quillón,18777,33,175.7,2,10.7,2,10.7,176
Ñuble,16,Quirihue,12192,12,98.4,8,65.6,8,65.6,98
Ñuble,16,Ranquil,6261,10,159.7,0,0,0,0,160
Ñuble,16,San Carlos,56252,46,81.8,8,14.2,8,14.2,82
Ñuble,16,San Fabián,4654,8,171.9,0,0,0,0,172
Ñuble,16,San Ignacio,16624,11,66.2,1,6,1,6,66
Ñuble,16,San Nicolás,12172,17,139.7,2,16.4,2,16.4,140
Ñuble,16,Treguaco,5696,0,0,0,0,0,0,0
Ñuble,16,Yungay,18596,57,306.5,3,16.1,3,16.1,307
Biobío,8,Alto Biobío,6775,0,0,0,0,0,0,0
Biobío,8,Antuco,4306,3,69.7,3,69.7,3,69.7,70
Biobío,8,Arauco,38679,15,38.8,7,18.1,7,18.1,39
Biobío,8,Cabrero,30725,23,74.9,4,13,4,13,75
Biobío,8,Cañete,37003,0,0,0,0,0,0,0
Biobío,8,Chiguayante,91180,77,84.4,6,6.6,6,6.6,84
Biobío,8,Concepción,238092,177,74.3,27,11.3,27,11.3,74
Biobío,8,Contulmo,6330,0,0,0,0,0,0,0
Biobío,8,Coronel,125829,39,31,15,11.9,15,11.9,31
Biobío,8,Curanilahue,33892,4,11.8,2,5.9,2,5.9,12
Biobío,8,Florida,11841,3,25.3,0,0,0,0,25
Biobío,8,Hualpén,97273,130,133.6,14,14.4,14,14.4,134
Biobío,8,Hualqui,26201,22,84,2,7.6,2,7.6,84
Biobío,8,Laja,23873,42,175.9,29,121.5,29,121.5,176
Biobío,8,Lebu,27100,2,7.4,1,3.7,1,3.7,7
Biobío,8,Los Álamos,22524,1,4.4,0,0,0,0,4
Biobío,8,Los Ángeles,218515,71,32.5,39,17.8,39,17.8,32
Biobío,8,Lota,45750,15,32.8,13,28.4,13,28.4,33
Biobío,8,Mulchén,31041,10,32.2,4,12.9,4,12.9,32
Biobío,8,Nacimiento,27944,21,75.2,8,28.6,8,28.6,75
Biobío,8,Negrete,10429,9,86.3,7,67.1,7,67.1,86
Biobío,8,Penco,49865,22,44.1,2,4,2,4,44
Biobío,8,Quilaco,4179,0,0,0,0,0,0,0
Biobío,8,Quilleco,10032,0,0,0,0,0,0,0
Biobío,8,San Pedro de la Paz,145906,117,80.2,12,8.2,12,8.2,80
Biobío,8,San Rosendo,3611,0,0,0,0,0,0,0
Biobío,8,Santa Bárbara,14592,7,48,5,34.3,5,34.3,48
Biobío,8,Santa Juana,14779,2,13.5,0,0,0,0,14
Biobío,8,Talcahuano,158345,136,85.9,23,14.5,23,14.5,86
Biobío,8,Tirúa,11019,4,36.3,0,0,0,0,36
Biobío,8,Tomé,58729,67,114.1,17,28.9,17,28.9,114
Biobío,8,Tucapel,15205,1,6.6,0,0,0,0,7
Biobío,8,Yumbel,22132,14,63.3,4,18.1,4,18.1,63
Araucanía,9,Angol,56058,122,217.6,12,21.4,12,21.4,218
Araucanía,9,Carahue,25486,35,137.3,1,3.9,1,3.9,137
Araucanía,9,Cholchol,12341,5,40.5,1,8.1,1,8.1,41
Araucanía,9,Collipulli,26148,6,22.9,0,0,0,0,23
Araucanía,9,Cunco,18055,6,33.2,1,5.5,1,5.5,33
Araucanía,9,Curacautín,18178,7,38.5,1,5.5,1,5.5,39
Araucanía,9,Curarrehue,7802,4,51.3,0,0,0,0,51
Araucanía,9,Ercilla,8458,11,130.1,0,0,0,0,130
Araucanía,9,Freire,25446,19,74.7,11,43.2,11,43.2,75
Araucanía,9,Galvarino,12633,4,31.7,2,15.8,2,15.8,32
Araucanía,9,Gorbea,15148,14,92.4,2,13.2,2,13.2,92
Araucanía,9,Lautaro,40746,55,135,14,34.4,14,34.4,135
Araucanía,9,Loncoche,24739,20,80.8,2,8.1,2,8.1,81
Araucanía,9,Lonquimay,11049,18,162.9,14,126.7,13,117.7,163
Araucanía,9,Los Sauces,7517,1,13.3,0,0,0,0,13
Araucanía,9,Lumaco,10050,7,69.7,0,0,0,0,70
Araucanía,9,Melipeuco,6265,0,0,0,0,0,0,0
Araucanía,9,Nueva Imperial,33777,52,154,11,32.6,11,32.6,154
Araucanía,9,Padre Las Casas,82110,115,140.1,9,11,9,11,140
Araucanía,9,Perquenco,7223,5,69.2,0,0,0,0,69
Araucanía,9,Pitrufquén,26096,18,69,0,0,0,0,69
Araucanía,9,Pucón,29782,17,57.1,2,6.7,2,6.7,57
Araucanía,9,Purén,12188,7,57.4,1,8.2,1,8.2,57
Araucanía,9,Renaico,10833,14,129.2,4,36.9,4,36.9,129
Araucanía,9,Saavedra,12793,67,523.7,22,172,22,172,524
Araucanía,9,Temuco,302931,752,248.2,58,19.1,58,19.1,248
Araucanía,9,Teodoro Schmidt,15786,5,31.7,0,0,0,0,32
Araucanía,9,Toltén,10055,8,79.6,0,0,0,0,80
Araucanía,9,Traiguén,19314,3,15.5,1,5.2,1,5.2,16
Araucanía,9,Victoria,35467,80,225.6,4,11.3,4,11.3,226
Araucanía,9,Vilcún,30766,58,188.5,8,26,8,26,189
Araucanía,9,Villarrica,59103,21,35.5,1,1.7,1,1.7,36
Los Ríos,14,Corral,5447,11,201.9,10,183.6,10,183.6,202
Los Ríos,14,Futrono,15261,5,32.8,0,0,0,0,33
Los Ríos,14,La Unión,39538,40,101.2,1,2.5,1,2.5,101
Los Ríos,14,Lago Ranco,10292,2,19.4,0,0,0,0,19
Los Ríos,14,Lanco,17652,9,51,2,11.3,2,11.3,51
Los Ríos,14,Los Lagos,20518,0,0,0,0,0,0,0
Los Ríos,14,Máfil,7389,2,27.1,0,0,0,0,27
Los Ríos,14,Mariquina,23250,12,51.6,3,12.9,3,12.9,52
Los Ríos,14,Paillaco,20798,1,4.8,0,0,0,0,5
Los Ríos,14,Panguipulli,35991,0,0,0,0,0,0,0
Los Ríos,14,Río Bueno,32925,12,36.4,0,0,0,0,36
Los Ríos,14,Valdivia,176774,124,70.1,2,1.1,2,1.1,70
Los Lagos,10,Ancud,42458,60,141.3,34,80.1,34,80.1,141
Los Lagos,10,Calbuco,36744,8,21.8,1,2.7,1,2.7,22
Los Lagos,10,Castro,47607,8,16.8,1,2.1,1,2.1,17
Los Lagos,10,Chaitén,5020,1,19.9,0,0,0,0,20
Los Lagos,10,Chonchi,16013,0,0,0,0,0,0,0
Los Lagos,10,Cochamó,4006,1,25,0,0,0,0,25
Los Lagos,10,Curaco de Vélez,4066,0,0,0,0,0,0,0
Los Lagos,10,Dalcahue,15069,0,0,0,0,0,0,0
Los Lagos,10,Fresia,12656,0,0,0,0,0,0,0
Los Lagos,10,Frutillar,20223,7,34.6,1,4.9,1,4.9,35
Los Lagos,10,Futaleufú,2806,0,0,0,0,0,0,0
Los Lagos,10,Hualaihué,9525,3,31.5,0,0,0,0,31
Los Lagos,10,Llanquihue,18621,6,32.2,5,26.9,5,26.9,32
Los Lagos,10,Los Muermos,17817,2,11.2,1,5.6,1,5.6,11
Los Lagos,10,Maullín,14894,1,6.7,0,0,0,0,7
Los Lagos,10,Osorno,173410,340,196.1,26,15,26,15,196
Los Lagos,10,Palena,1827,0,0,0,0,0,0,0
Los Lagos,10,Puerto Montt,269398,62,23,9,3.3,9,3.3,23
Los Lagos,10,Puerto Octay,9192,5,54.4,2,21.8,2,21.8,54
Los Lagos,10,Puerto Varas,48620,8,16.5,0,0,0,0,16
Los Lagos,10,Puqueldón,4201,0,0,0,0,0,0,0
Los Lagos,10,Purranque,21080,30,142.3,6,28.5,6,28.5,142
Los Lagos,10,Puyehue,11787,6,50.9,2,17,2,17,51
Los Lagos,10,Queilén,5543,0,0,0,0,0,0,0
Los Lagos,10,Quellón,29309,1,3.4,1,3.4,1,3.4,3
Los Lagos,10,Quemchi,8783,0,0,0,0,0,0,0
Los Lagos,10,Quinchao,8298,1,12.1,0,0,0,0,12
Los Lagos,10,Río Negro,14275,25,175.1,9,63,9,63,175
Los Lagos,10,San Juan de la Costa,7639,34,445.1,7,91.6,7,91.6,445
Los Lagos,10,San Pablo,10553,9,85.3,0,0,0,0,85
Aysén,11,Aysén,25002,1,4,0,0,0,0,4
Aysén,11,Chile Chico,5121,1,19.5,0,0,0,0,20
Aysén,11,Cisnes,5828,0,0,0,0,0,0,0
Aysén,11,Cochrane,3685,0,0,0,0,0,0,0
Aysén,11,Coyhaique,61210,3,4.9,1,1.6,1,1.6,5
Aysén,11,Guaitecas,1599,0,0,0,0,0,0,0
Aysén,11,Lago Verde,920,0,0,0,0,0,0,0
Aysén,11,O'Higgins,661,0,0,0,0,0,0,0
Aysén,11,Río Ibáñez,2699,0,0,0,0,0,0,0
Aysén,11,Tortel,572,0,0,0,0,0,0,0
Magallanes,12,Antártica,137,0,0,0,0,0,0,0
Magallanes,12,Cabo de Hornos,1983,20,1008.6,1,50.4,1,50.4,1.009
Magallanes,12,Laguna Blanca,264,0,0,0,0,0,0,0
Magallanes,12,Natales,23782,9,37.8,0,0,0,0,38
Magallanes,12,Porvenir,7323,9,122.9,1,13.7,1,13.7,123
Magallanes,12,Primavera,694,1,144.1,0,0,0,0,144
Magallanes,12,Punta Arenas,141984,893,628.9,110,77.5,107,75.4,629
Magallanes,12,Río Verde,211,0,0,0,0,0,0,0
Magallanes,12,San Gregorio,681,2,293.7,2,293.7,2,293.7,294
Magallanes,12,Timaukel,282,0,0,0,0,0,0,0
Magallanes,12,Torres del Paine,1021,0,0,0,0,0,0,0
