Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Fallecidos,Tasa de mortalidad,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Metropolitana,RM,La Florida,402433,6879,1709.4,157,39.0,1178,292.7,1169,290.5,1709.3528609999998
Metropolitana,RM,La Granja,122557,3651,2979.0,72,58.7,523,426.7,515,420.2,2979.0220059999997
Metropolitana,RM,La Pintana,189335,4674,2468.6,78,41.2,756,399.3,748,395.1,2468.640241
Metropolitana,RM,La Reina,100252,1110,1107.2,28,27.9,165,164.6,164,163.6,1107.2098310000001
Metropolitana,RM,Lampa,126898,1437,1132.4,18,14.2,211,166.3,210,165.5,1132.405554
Metropolitana,RM,Las Condes,330759,3370,1018.9,94,28.4,508,153.6,505,152.7,1018.868723
Metropolitana,RM,Lo Barnechea,124076,1657,1335.5,19,15.3,231,186.2,229,184.6,1335.471808
Metropolitana,RM,Lo Espejo,103865,2103,2024.7,55,53.0,439,422.7,437,420.7,2024.7436579999999
Metropolitana,RM,Lo Prado,104403,1810,1733.7,45,43.1,205,196.4,202,193.5,1733.666657
Metropolitana,RM,Macul,134635,2473,1836.8,48,35.7,381,283.0,379,281.5,1836.818064
Metropolitana,RM,Maipú,578605,6272,1084.0,113,19.5,1047,181.0,1041,179.9,1083.986485
Metropolitana,RM,María Pinto,14926,97,649.9,1,6.7,4,26.8,4,26.8,649.8727052999999
Metropolitana,RM,Melipilla,141612,1286,908.1,24,16.9,363,256.3,360,254.2,908.1151315
Metropolitana,RM,Ñuñoa,250192,2955,1181.1,65,26.0,546,218.2,540,215.8,1181.0929210000002
Metropolitana,RM,Padre Hurtado,74188,692,932.8,16,21.6,112,151.0,111,149.6,932.7654068
Metropolitana,RM,Paine,82766,515,622.2,5,6.0,150,181.2,150,181.2,622.2361839
Metropolitana,RM,Pedro Aguirre Cerda,107803,1962,1820.0,48,44.5,293,271.8,287,266.2,1819.986457
Metropolitana,RM,Peñaflor,101058,831,822.3,21,20.8,132,130.6,131,129.6,822.3000653
Metropolitana,RM,Peñalolén,266798,6360,2383.8,93,34.9,1027,384.9,1020,382.3,2383.825966
Metropolitana,RM,Pirque,30433,418,1373.5,1,3.3,53,174.2,53,174.2,1373.50902
Metropolitana,RM,Providencia,157749,1737,1101.1,53,33.6,262,166.1,258,163.6,1101.11633
Metropolitana,RM,Pudahuel,253139,3906,1543.0,68,26.9,502,198.3,497,196.3,1543.025768
Metropolitana,RM,Puente Alto,645909,10804,1672.7,156,24.2,1778,275.3,1769,273.9,1672.681446
Metropolitana,RM,Quilicura,254694,4591,1802.6,47,18.5,713,279.9,711,279.2,1802.555223
Metropolitana,RM,Quinta Normal,136368,2511,1841.3,57,41.8,326,239.1,320,234.7,1841.341077
Metropolitana,RM,Recoleta,190075,4716,2481.1,106,55.8,461,242.5,455,239.4,2481.125871
Metropolitana,RM,Renca,160847,2884,1793.0,55,34.2,368,228.8,367,228.2,1793.008263
Metropolitana,RM,San Bernardo,334836,4688,1400.1,91,27.2,850,253.9,837,250.0,1400.088401
Metropolitana,RM,San Joaquín,103485,2534,2448.7,55,53.1,379,366.2,377,364.3,2448.664058
Metropolitana,RM,San José de Maipo,18644,319,1711.0,14,75.1,69,370.1,69,370.1,1711.006222
Metropolitana,RM,San Miguel,133059,2597,1951.8,47,35.3,420,315.6,416,312.6,1951.7657579999998
Metropolitana,RM,San Pedro,11953,58,485.2,2,16.7,8,66.9,8,66.9,485.2338325
Metropolitana,RM,San Ramón,86510,2332,2695.6,71,82.1,293,338.7,289,334.1,2695.6421219999997
Metropolitana,RM,Santiago,503147,8818,1752.6,105,20.9,1092,217.0,1084,215.4,1752.569329
Metropolitana,RM,Talagante,81838,518,633.0,9,11.0,136,166.2,136,166.2,632.9577947
Metropolitana,RM,Tiltil,21477,185,861.4,3,14.0,45,209.5,45,209.5,861.3865996
Metropolitana,RM,Vitacura,96774,936,967.2,14,14.5,123,127.1,121,125.0,967.2019344
O’Higgins,6,Chépica,15925,9,56.5,0,0.0,2,12.6,2,12.6,56.51491366
O’Higgins,6,Chimbarongo,37696,42,111.4,1,2.7,9,23.9,9,23.9,111.417657
O’Higgins,6,Codegua,14096,18,127.7,0,0.0,7,49.7,7,49.7,127.69580020000001
O’Higgins,6,Coinco,7831,23,293.7,1,12.8,0,0.0,0,0.0,293.7045077
O’Higgins,6,Coltauco,21263,33,155.2,1,4.7,0,0.0,0,0.0,155.19917230000001
O’Higgins,6,Doñihue,22700,50,220.3,2,8.8,3,13.2,3,13.2,220.26431719999997
O’Higgins,6,Graneros,36504,72,197.2,1,2.7,5,13.7,5,13.7,197.23865880000002
O’Higgins,6,La Estrella,3114,3,96.3,0,0.0,3,96.3,3,96.3,96.33911368
O’Higgins,6,Las Cabras,26749,23,86.0,0,0.0,0,0.0,0,0.0,85.98452279
O’Higgins,6,Litueche,6765,18,266.1,1,14.8,6,88.7,5,73.9,266.075388
O’Higgins,6,Lolol,7289,12,164.6,0,0.0,4,54.9,4,54.9,164.63163669999997
O’Higgins,6,Machalí,59913,100,166.9,2,3.3,25,41.7,24,40.1,166.9086843
O’Higgins,6,Malloa,14163,8,56.5,0,0.0,0,0.0,0,0.0,56.48520794
O’Higgins,6,Marchihue,7632,4,52.4,0,0.0,0,0.0,0,0.0,52.41090147
O’Higgins,6,Mostazal,27462,34,123.8,2,7.3,3,10.9,3,10.9,123.80744299999999
O’Higgins,6,Nancagua,19141,27,141.1,0,0.0,6,31.3,6,31.3,141.05846090000003
O’Higgins,6,Navidad,6904,20,289.7,0,0.0,3,43.5,3,43.5,289.6871379
O’Higgins,6,Olivar,14624,30,205.1,1,6.8,0,0.0,0,0.0,205.1422319
O’Higgins,6,Palmilla,13299,6,45.1,0,0.0,2,15.0,2,15.0,45.11617415
O’Higgins,6,Paredones,6349,4,63.0,0,0.0,1,15.8,1,15.8,63.00204757
O’Higgins,6,Peralillo,11848,21,177.2,0,0.0,8,67.5,8,67.5,177.24510469999998
O’Higgins,6,Peumo,14952,9,60.2,0,0.0,0,0.0,0,0.0,60.19261637
O’Higgins,6,Pichidegua,20743,15,72.3,0,0.0,0,0.0,0,0.0,72.31355156
O’Higgins,6,Pichilemu,17882,15,83.9,0,0.0,2,11.2,2,11.2,83.88323454
O’Higgins,6,Placilla,9164,16,174.6,0,0.0,3,32.7,3,32.7,174.5962462
O’Higgins,6,Pumanque,3531,1,28.3,0,0.0,0,0.0,0,0.0,28.32058907
O’Higgins,6,Quinta de Tilcoco,13877,5,36.0,0,0.0,1,7.2,1,7.2,36.0308424
O’Higgins,6,Rancagua,265211,742,279.8,11,4.1,153,57.7,152,57.3,279.77723399999996
O’Higgins,6,Rengo,63710,82,128.7,0,0.0,10,15.7,10,15.7,128.7082091
O’Higgins,6,Requínoa,30371,43,141.6,0,0.0,7,23.0,7,23.0,141.58243059999998
O’Higgins,6,San Fernando,78642,71,90.3,2,2.5,14,17.8,14,17.8,90.28254622
O’Higgins,6,San Vicente,50617,67,132.4,1,2.0,5,9.9,5,9.9,132.3665962
O’Higgins,6,Santa Cruz,41096,35,85.2,1,2.4,15,36.5,15,36.5,85.16643956
Maule,7,Cauquenes,44143,141,319.4,2,4.5,65,147.2,64,145.0,319.416442
Maule,7,Chanco,9331,11,117.9,0,0.0,6,64.3,6,64.3,117.88661450000001
Maule,7,Colbún,22565,53,234.9,0,0.0,10,44.3,10,44.3,234.87702190000002
Maule,7,Constitución,50348,50,99.3,0,0.0,11,21.8,11,21.8,99.30881068
Maule,7,Curepto,9426,13,137.9,1,10.6,0,0.0,0,0.0,137.91640139999998
Maule,7,Curicó,163626,677,413.7,4,2.4,271,165.6,270,165.0,413.7484263
Maule,7,Empedrado,4206,1,23.8,0,0.0,1,23.8,1,23.8,23.77555873
Maule,7,Hualañé,10222,76,743.5,1,9.8,37,362.0,36,352.2,743.4944237999999
Maule,7,Licantén,6989,8,114.5,0,0.0,4,57.2,4,57.2,114.4655888
Maule,7,Linares,101073,129,127.6,1,1.0,29,28.7,29,28.7,127.6305245
Maule,7,Longaví,32810,68,207.3,0,0.0,22,67.1,22,67.1,207.25388600000002
Maule,7,Maule,60000,105,175.0,0,0.0,33,55.0,33,55.0,175.0
Maule,7,Molina,49800,55,110.4,1,2.0,21,42.2,21,42.2,110.44176709999999
Maule,7,Parral,44544,130,291.8,0,0.0,30,67.3,30,67.3,291.8462644
Maule,7,Pelarco,9083,33,363.3,0,0.0,11,121.1,11,121.1,363.316085
Maule,7,Pelluhue,8092,30,370.7,0,0.0,13,160.7,13,160.7,370.73652989999994
Maule,7,Pencahue,8601,17,197.7,0,0.0,3,34.9,3,34.9,197.65143590000002
Maule,7,Rauco,11248,20,177.8,0,0.0,6,53.3,6,53.3,177.80938830000002
Maule,7,Retiro,21071,68,322.7,0,0.0,15,71.2,15,71.2,322.71842819999995
Maule,7,Río Claro,14753,25,169.5,2,13.6,6,40.7,6,40.7,169.45705959999998
Maule,7,Romeral,16170,70,432.9,0,0.0,25,154.6,25,154.6,432.9004329
Maule,7,Sagrada Familia,19469,23,118.1,0,0.0,13,66.8,13,66.8,118.1365247
Maule,7,San Clemente,46292,111,239.8,1,2.2,40,86.4,40,86.4,239.7822518
Maule,7,San Javier,49451,104,210.3,0,0.0,41,82.9,41,82.9,210.30919500000002
Maule,7,San Rafael,9959,65,652.7,0,0.0,12,120.5,12,120.5,652.6759715
Maule,7,Talca,236724,530,223.9,3,1.3,157,66.3,157,66.3,223.88942400000002
Maule,7,Teno,30850,31,100.5,1,3.2,14,45.4,14,45.4,100.48622370000001
Maule,7,Vichuquén,4381,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Maule,7,Villa Alegre,17512,23,131.3,0,0.0,13,74.2,13,74.2,131.3385107
Maule,7,Yerbas Buenas,19200,59,307.3,1,5.2,11,57.3,11,57.3,307.2916667
Ñuble,16,Bulnes,22607,201,889.1,3,13.3,18,79.6,18,79.6,889.1051444
Ñuble,16,Chillán,198624,767,386.2,6,3.0,140,70.5,140,70.5,386.1567585
Ñuble,16,Chillán Viejo,33827,126,372.5,1,3.0,24,70.9,24,70.9,372.4835191
Ñuble,16,Cobquecura,5275,0,0.0,0,0.0,0,0.0,0,0.0,0.0
Ñuble,16,Coelemu,16845,35,207.8,0,0.0,13,77.2,13,77.2,207.77678840000002
Ñuble,16,Coihueco,28375,61,215.0,3,10.6,8,28.2,7,24.7,214.9779736
Ñuble,16,El Carmen,12334,28,227.0,0,0.0,7,56.8,7,56.8,227.014756
Ñuble,16,Ninhue,5414,12,221.6,0,0.0,2,36.9,2,36.9,221.64758030000004
Ñuble,16,Ñiquén,11567,32,276.6,1,8.6,12,103.7,12,103.7,276.6490879
Ñuble,16,Pemuco,8639,16,185.2,0,0.0,3,34.7,3,34.7,185.20662109999998
Ñuble,16,Pinto,11880,17,143.1,0,0.0,0,0.0,0,0.0,143.0976431
Ñuble,16,Portezuelo,4940,7,141.7,0,0.0,0,0.0,0,0.0,141.70040490000002
Ñuble,16,Quillón,18777,88,468.7,2,10.7,31,165.1,30,159.8,468.65846510000006
Ñuble,16,Quirihue,12192,23,188.6,0,0.0,2,16.4,2,16.4,188.648294
Ñuble,16,Ranquil,6261,12,191.7,0,0.0,1,16.0,1,16.0,191.6626737
Ñuble,16,San Carlos,56252,145,257.8,2,3.6,58,103.1,58,103.1,257.7686127
Ñuble,16,San Fabián,4654,8,171.9,0,0.0,0,0.0,0,0.0,171.895144
Ñuble,16,San Ignacio,16624,45,270.7,1,6.0,16,96.2,16,96.2,270.69297400000005
Ñuble,16,San Nicolás,12172,40,328.6,1,8.2,7,57.5,7,57.5,328.6230693
Ñuble,16,Treguaco,5696,3,52.7,0,0.0,2,35.1,2,35.1,52.66853933
Ñuble,16,Yungay,18596,69,371.0,0,0.0,6,32.3,6,32.3,371.0475371
Biobío,8,Alto Biobío,6775,123,1815.5,0,0.0,32,472.3,32,472.3,1815.498155
Biobío,8,Antuco,4306,23,534.1,0,0.0,7,162.6,7,162.6,534.1384115000001
Biobío,8,Arauco,38679,85,219.8,1,2.6,20,51.7,19,49.1,219.75749109999998
Biobío,8,Cabrero,30725,37,120.4,0,0.0,6,19.5,6,19.5,120.42310819999999
Biobío,8,Cañete,37003,21,56.8,0,0.0,7,18.9,7,18.9,56.75215523
Biobío,8,Chiguayante,91180,149,163.4,2,2.2,35,38.4,35,38.4,163.41302919999998
Biobío,8,Concepción,238092,464,194.9,4,1.7,118,49.6,117,49.1,194.8826504
Biobío,8,Contulmo,6330,1,15.8,0,0.0,1,15.8,1,15.8,15.79778831
Biobío,8,Coronel,125829,275,218.6,0,0.0,97,77.1,97,77.1,218.55057259999998
Biobío,8,Curanilahue,33892,22,64.9,0,0.0,12,35.4,12,35.4,64.91207365
Biobío,8,Florida,11841,6,50.7,0,0.0,0,0.0,0,0.0,50.671396
Biobío,8,Hualpén,97273,199,204.6,2,2.1,31,31.9,31,31.9,204.5788657
Biobío,8,Hualqui,26201,53,202.3,0,0.0,8,30.5,8,30.5,202.2823556
Biobío,8,Laja,23873,72,301.6,0,0.0,8,33.5,8,33.5,301.5959452
Biobío,8,Lebu,27100,9,33.2,0,0.0,2,7.4,2,7.4,33.2103321
Biobío,8,Los Álamos,22524,5,22.2,0,0.0,2,8.9,2,8.9,22.19854378
Biobío,8,Los Ángeles,218515,368,168.4,1,0.5,97,44.4,97,44.4,168.4094913
Biobío,8,Lota,45750,80,174.9,0,0.0,21,45.9,21,45.9,174.863388
Biobío,8,Mulchén,31041,27,87.0,0,0.0,6,19.3,6,19.3,86.98173384
Biobío,8,Nacimiento,27944,46,164.6,0,0.0,7,25.1,7,25.1,164.61494419999997
Biobío,8,Negrete,10429,58,556.1,0,0.0,19,182.2,19,182.2,556.1415284
Biobío,8,Penco,49865,82,164.4,0,0.0,39,78.2,39,78.2,164.4439988
Biobío,8,Quilaco,4179,5,119.6,0,0.0,5,119.6,5,119.6,119.6458483
Biobío,8,Quilleco,10032,6,59.8,0,0.0,4,39.9,4,39.9,59.80861244
Biobío,8,San Pedro de la Paz,145906,279,191.2,0,0.0,67,45.9,67,45.9,191.219004
Biobío,8,San Rosendo,3611,5,138.5,0,0.0,3,83.1,3,83.1,138.4657989
Biobío,8,Santa Bárbara,14592,45,308.4,0,0.0,8,54.8,8,54.8,308.3881579
Biobío,8,Santa Juana,14779,16,108.3,0,0.0,13,88.0,13,88.0,108.26172269999999
Biobío,8,Talcahuano,158345,289,182.5,1,0.6,62,39.2,62,39.2,182.5128675
Biobío,8,Tirúa,11019,6,54.5,0,0.0,2,18.2,2,18.2,54.45140212
Biobío,8,Tomé,58729,135,229.9,0,0.0,46,78.3,46,78.3,229.8694001
Biobío,8,Tucapel,15205,49,322.3,0,0.0,29,190.7,29,190.7,322.2624137
Biobío,8,Yumbel,22132,37,167.2,0,0.0,6,27.1,6,27.1,167.1787457
Araucanía,9,Angol,56058,226,403.2,4,7.1,59,105.2,57,101.7,403.15387630000004
Araucanía,9,Carahue,25486,68,266.8,0,0.0,5,19.6,5,19.6,266.8131523
Araucanía,9,Cholchol,12341,24,194.5,0,0.0,10,81.0,10,81.0,194.4737055
Araucanía,9,Collipulli,26148,38,145.3,2,7.6,7,26.8,7,26.8,145.32660239999998
Araucanía,9,Cunco,18055,45,249.2,1,5.5,15,83.1,14,77.5,249.2384381
Araucanía,9,Curacautín,18178,10,55.0,0,0.0,2,11.0,2,11.0,55.01155243
Araucanía,9,Curarrehue,7802,4,51.3,0,0.0,0,0.0,0,0.0,51.26890541
Araucanía,9,Ercilla,8458,16,189.2,0,0.0,0,0.0,0,0.0,189.1700166
Araucanía,9,Freire,25446,90,353.7,1,3.9,23,90.4,23,90.4,353.69016739999995
Araucanía,9,Galvarino,12633,87,688.7,0,0.0,50,395.8,50,395.8,688.6725243
Araucanía,9,Gorbea,15148,30,198.0,1,6.6,9,59.4,9,59.4,198.0459467
Araucanía,9,Lautaro,40746,99,243.0,0,0.0,14,34.4,14,34.4,242.968635
Araucanía,9,Loncoche,24739,49,198.1,0,0.0,4,16.2,4,16.2,198.06782809999999
Araucanía,9,Lonquimay,11049,66,597.3,1,9.1,0,0.0,0,0.0,597.3391257000001
Araucanía,9,Los Sauces,7517,7,93.1,0,0.0,3,39.9,3,39.9,93.12225622
Araucanía,9,Lumaco,10050,14,139.3,0,0.0,1,10.0,1,10.0,139.3034826
Araucanía,9,Melipeuco,6265,8,127.7,0,0.0,2,31.9,2,31.9,127.6935355
Araucanía,9,Nueva Imperial,33777,80,236.8,1,3.0,25,74.0,25,74.0,236.847559
Araucanía,9,Padre Las Casas,82110,166,202.2,4,4.9,4,4.9,4,4.9,202.16782369999999
Araucanía,9,Perquenco,7223,15,207.7,0,0.0,8,110.8,8,110.8,207.66994319999998
Araucanía,9,Pitrufquén,26096,68,260.6,0,0.0,16,61.3,16,61.3,260.5763335
Araucanía,9,Pucón,29782,55,184.7,0,0.0,13,43.7,13,43.7,184.6753072
Araucanía,9,Purén,12188,9,73.8,1,8.2,0,0.0,0,0.0,73.84312438
Araucanía,9,Renaico,10833,26,240.0,1,9.2,1,9.2,1,9.2,240.0073848
Araucanía,9,Saavedra,12793,92,719.1,0,0.0,5,39.1,5,39.1,719.1432815000001
Araucanía,9,Temuco,302931,857,282.9,19,6.3,21,6.9,21,6.9,282.90270719999995
Araucanía,9,Teodoro Schmidt,15786,10,63.3,0,0.0,0,0.0,0,0.0,63.34726973
Araucanía,9,Toltén,10055,16,159.1,0,0.0,0,0.0,0,0.0,159.1248135
Araucanía,9,Traiguén,19314,22,113.9,0,0.0,9,46.6,9,46.6,113.9070105
Araucanía,9,Victoria,35467,134,377.8,3,8.5,23,64.8,23,64.8,377.815998
Araucanía,9,Vilcún,30766,100,325.0,0,0.0,8,26.0,8,26.0,325.03412860000003
Araucanía,9,Villarrica,59103,41,69.4,0,0.0,7,11.8,7,11.8,69.37042113
Los Ríos,14,Corral,5447,20,367.2,0,0.0,7,128.5,7,128.5,367.1745915
