Región,ID_Región,Comuna,Población,Número de Casos Confirmados,Tasa incidencia acumulada,Número de Casos Actuales,Tasa de Incidencia Actual,Número de Casos Activos,Tasa de Incidencia Activos,Confirmados/100kHab
Metropolitana,RM,Cerro Navia,142465,284,"199,3",125,"87,7",125,"87,7","199,3472081"
Metropolitana,RM,Colina,180353,230,"127,5",106,"58,8",105,"58,2","127,5276818"
Metropolitana,RM,Conchalí,139195,406,"291,7",200,"143,7",199,"143,0","291,6771436"
Metropolitana,RM,Curacaví,36430,25,"68,6",9,"24,7",9,"24,7","68,62475981"
Metropolitana,RM,El Bosque,172000,377,"219,2",175,"101,7",175,"101,7","219,1860465"
Metropolitana,RM,El Monte,40014,24,"60,0",10,"25,0",10,"25,0","59,97900735"
Metropolitana,RM,Estación Central,206792,578,"279,5",278,"134,4",277,"134,0","279,5079113"
Metropolitana,RM,Huechuraba,112528,220,"195,5",108,"96,0",108,"96,0","195,5068961"
Metropolitana,RM,Independencia,142065,836,"588,5",424,"298,5",424,"298,5","588,4630275"
Metropolitana,RM,Isla de Maipo,40171,17,"42,3",3,"7,5",3,"7,5","42,31908591"
Metropolitana,RM,La Cisterna,100434,205,"204,1",92,"91,6",92,"91,6","204,1141446"
Metropolitana,RM,La Florida,402433,824,"204,8",432,"107,3",427,"106,1","204,7545803"
Metropolitana,RM,La Granja,122557,276,"225,2",156,"127,3",155,"126,5","225,2013349"
Metropolitana,RM,La Pintana,189335,483,"255,1",230,"121,5",228,"120,4","255,1033882"
Metropolitana,RM,La Reina,100252,173,"172,6",83,"82,8",83,"82,8","172,5651359"
Metropolitana,RM,Lampa,126898,172,"135,5",86,"67,8",86,"67,8","135,5419313"
Metropolitana,RM,Las Condes,330759,626,"189,3",239,"72,3",235,"71,0","189,2616679"
Metropolitana,RM,Lo Barnechea,124076,381,"307,1",165,"133,0",165,"133,0","307,0698604"
Metropolitana,RM,Lo Espejo,103865,222,"213,7",104,"100,1",104,"100,1","213,7389881"
Metropolitana,RM,Lo Prado,104403,258,"247,1",128,"122,6",127,"121,6","247,1193357"
Metropolitana,RM,Macul,134635,272,"202,0",146,"108,4",146,"108,4","202,0277045"
Metropolitana,RM,Maipú,578605,718,"124,1",261,"45,1",260,"44,9","124,0915651"
Metropolitana,RM,María Pinto,14926,3,"20,1",0,"0,0",0,"0,0","20,09915584"
Metropolitana,RM,Melipilla,141612,119,"84,0",60,"42,4",60,"42,4","84,03242663"
Metropolitana,RM,Ñuñoa,250192,435,"173,9",125,"50,0",125,"50,0","173,8664706"
Metropolitana,RM,Padre Hurtado,74188,79,"106,5",33,"44,5",33,"44,5","106,4862242"
Metropolitana,RM,Paine,82766,47,"56,8",31,"37,5",31,"37,5","56,78660319"
Metropolitana,RM,Pedro Aguirre Cerda,107803,294,"272,7",130,"120,6",130,"120,6","272,7196831"
Metropolitana,RM,Peñaflor,101058,87,"86,1",30,"29,7",29,"28,7","86,08917651"
Metropolitana,RM,Peñalolén,266798,570,"213,6",284,"106,4",284,"106,4","213,6447799"
Metropolitana,RM,Pirque,30433,51,"167,6",25,"82,1",25,"82,1","167,581244"
Metropolitana,RM,Providencia,157749,309,"195,9",99,"62,8",99,"62,8","195,880798"
Metropolitana,RM,Pudahuel,253139,372,"147,0",165,"65,2",165,"65,2","146,9548351"
Metropolitana,RM,Puente Alto,645909,1404,"217,4",535,"82,8",533,"82,5","217,3680813"
Metropolitana,RM,Quilicura,254694,758,"297,6",354,"139,0",351,"137,8","297,6120364"
Metropolitana,RM,Quinta Normal,136368,377,"276,5",153,"112,2",153,"112,2","276,45782"
Metropolitana,RM,Recoleta,190075,889,"467,7",534,"280,9",534,"280,9","467,7101144"
Metropolitana,RM,Renca,160847,342,"212,6",166,"103,2",166,"103,2","212,6244195"
Metropolitana,RM,San Bernardo,334836,683,"204,0",269,"80,3",268,"80,0","203,9804561"
Metropolitana,RM,San Joaquín,103485,395,"381,7",216,"208,7",216,"208,7","381,6978306"
Metropolitana,RM,San José de Maipo,18644,35,"187,7",24,"128,7",23,"123,4","187,7279554"
Metropolitana,RM,San Miguel,133059,350,"263,0",153,"115,0",153,"115,0","263,0412073"
Metropolitana,RM,San Pedro,11953,12,"100,4",5,"41,8",5,"41,8","100,3932067"
Metropolitana,RM,San Ramón,86510,327,"378,0",198,"228,9",198,"228,9","377,9909837"
Metropolitana,RM,Santiago,503147,1666,"331,1",785,"156,0",783,"155,6","331,1159562"
Metropolitana,RM,Talagante,81838,48,"58,7",14,"17,1",14,"17,1","58,65245974"
Metropolitana,RM,Tiltil,21477,12,"55,9",3,"14,0",3,"14,0","55,87372538"
Metropolitana,RM,Vitacura,96774,211,"218,0",68,"70,3",68,"70,3","218,0337694"
O’Higgins,6,Chépica,15925,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Chimbarongo,37696,2,"5,3",0,"0,0",0,"0,0","5,305602716"
O’Higgins,6,Codegua,14096,2,"14,2",0,"0,0",0,"0,0","14,18842225"
O’Higgins,6,Coinco,7831,2,"25,5",1,"12,8",1,"12,8","25,53952241"
O’Higgins,6,Coltauco,21263,1,"4,7",1,"4,7",1,"4,7","4,70300522"
O’Higgins,6,Doñihue,22700,4,"17,6",3,"13,2",3,"13,2","17,62114537"
O’Higgins,6,Graneros,36504,10,"27,4",8,"21,9",8,"21,9","27,39425816"
O’Higgins,6,La Estrella,3114,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Las Cabras,26749,10,"37,4",4,"15,0",4,"15,0","37,38457512"
O’Higgins,6,Litueche,6765,8,"118,3",2,"29,6",2,"29,6","118,255728"
O’Higgins,6,Lolol,7289,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Machalí,59913,19,"31,7",4,"6,7",4,"6,7","31,71265001"
O’Higgins,6,Malloa,14163,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Marchihue,7632,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Mostazal,27462,1,"3,6",1,"3,6",1,"3,6","3,641395383"
O’Higgins,6,Nancagua,19141,1,"5,2",1,"5,2",1,"5,2","5,224387441"
O’Higgins,6,Navidad,6904,2,"29,0",1,"14,5",1,"14,5","28,96871379"
O’Higgins,6,Olivar,14624,6,"41,0",0,"0,0",0,"0,0","41,02844639"
O’Higgins,6,Palmilla,13299,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Paredones,6349,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Peralillo,11848,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Peumo,14952,3,"20,1",2,"13,4",2,"13,4","20,06420546"
O’Higgins,6,Pichidegua,20743,1,"4,8",1,"4,8",1,"4,8","4,820903437"
O’Higgins,6,Pichilemu,17882,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Placilla,9164,1,"10,9",0,"0,0",0,"0,0","10,91226539"
O’Higgins,6,Pumanque,3531,0,"0,0",0,"0,0",0,"0,0",0
O’Higgins,6,Quinta de Tilcoco,13877,1,"7,2",0,"0,0",0,"0,0","7,20616848"
O’Higgins,6,Rancagua,265211,61,"23,0",29,"10,9",29,"10,9","23,00055428"
O’Higgins,6,Rengo,63710,9,"14,1",5,"7,8",5,"7,8","14,12651075"
O’Higgins,6,Requínoa,30371,5,"16,5",2,"6,6",2,"6,6","16,46307333"
O’Higgins,6,San Fernando,78642,6,"7,6",2,"2,5",2,"2,5","7,629510948"
O’Higgins,6,San Vicente,50617,11,"21,7",5,"9,9",5,"9,9","21,73182923"
O’Higgins,6,Santa Cruz,41096,2,"4,9",0,"0,0",0,"0,0","4,866653689"
Maule,7,Cauquenes,44143,13,"29,4",0,"0,0",0,"0,0","29,44974288"
Maule,7,Chanco,9331,3,"32,2",0,"0,0",0,"0,0","32,15089487"
Maule,7,Colbún,22565,6,"26,6",0,"0,0",0,"0,0","26,58985154"
Maule,7,Constitución,50348,23,"45,7",3,"6,0",3,"6,0","45,68205291"
Maule,7,Curepto,9426,8,"84,9",0,"0,0",0,"0,0","84,87163166"
Maule,7,Curicó,163626,51,"31,2",8,"4,9",8,"4,9","31,16864068"
Maule,7,Empedrado,4206,0,"0,0",0,"0,0",0,"0,0",0
Maule,7,Hualañé,10222,0,"0,0",0,"0,0",0,"0,0",0
Maule,7,Licantén,6989,2,"28,6",0,"0,0",0,"0,0","28,6163972"
Maule,7,Linares,101073,31,"30,7",6,"5,9",6,"5,9","30,67090123"
Maule,7,Longaví,32810,6,"18,3",2,"6,1",2,"6,1","18,28710759"
Maule,7,Maule,60000,24,"40,0",2,"3,3",2,"3,3",40
Maule,7,Molina,49800,8,"16,1",1,"2,0",1,"2,0","16,06425703"
Maule,7,Parral,44544,9,"20,2",0,"0,0",0,"0,0","20,20474138"
Maule,7,Pelarco,9083,6,"66,1",1,"11,0",1,"11,0","66,05747"
Maule,7,Pelluhue,8092,2,"24,7",0,"0,0",0,"0,0","24,71576866"
Maule,7,Pencahue,8601,3,"34,9",0,"0,0",0,"0,0","34,87966516"
Maule,7,Rauco,11248,2,"17,8",0,"0,0",0,"0,0","17,78093883"
Maule,7,Retiro,21071,2,"9,5",1,"4,7",1,"4,7","9,491718476"
Maule,7,Río Claro,14753,9,"61,0",1,"6,8",1,"6,8","61,00454145"
Maule,7,Romeral,16170,13,"80,4",0,"0,0",0,"0,0","80,39579468"
Maule,7,Sagrada Familia,19469,2,"10,3",0,"0,0",0,"0,0","10,27274128"
Maule,7,San Clemente,46292,14,"30,2",5,"10,8",5,"10,8","30,24280653"
Maule,7,San Javier,49451,25,"50,6",3,"6,1",3,"6,1","50,55509494"
Maule,7,San Rafael,9959,4,"40,2",1,"10,0",1,"10,0","40,16467517"
Maule,7,Talca,236724,163,"68,9",6,"2,5",6,"2,5","68,85655869"
Maule,7,Teno,30850,5,"16,2",3,"9,7",3,"9,7","16,20745543"
Maule,7,Vichuquén,4381,0,"0,0",0,"0,0",0,"0,0",0
Maule,7,Villa Alegre,17512,2,"11,4",0,"0,0",0,"0,0","11,42074006"
Maule,7,Yerbas Buenas,19200,3,"15,6",1,"5,2",1,"5,2","15,625"
Ñuble,16,Bulnes,22607,77,"340,6",14,"61,9",14,"61,9","340,6024683"
Ñuble,16,Chillán,198624,418,"210,4",14,"7,0",13,"6,5","210,4478814"
Ñuble,16,Chillán Viejo,33827,55,"162,6",0,"0,0",0,"0,0","162,5920123"
Ñuble,16,Cobquecura,5275,0,"0,0",0,"0,0",0,"0,0",0
Ñuble,16,Coelemu,16845,4,"23,7",0,"0,0",0,"0,0","23,74591867"
Ñuble,16,Coihueco,28375,42,"148,0",5,"17,6",5,"17,6","148,0176211"
Ñuble,16,El Carmen,12334,3,"24,3",0,"0,0",0,"0,0","24,32300957"
Ñuble,16,Ninhue,5414,4,"73,9",0,"0,0",0,"0,0","73,88252678"
Ñuble,16,Ñiquén,11567,3,"25,9",0,"0,0",0,"0,0","25,93585199"
Ñuble,16,Pemuco,8639,6,"69,5",0,"0,0",0,"0,0","69,45248293"
Ñuble,16,Pinto,11880,12,"101,0",0,"0,0",0,"0,0","101,010101"
Ñuble,16,Portezuelo,4940,0,"0,0",0,"0,0",0,"0,0",0
Ñuble,16,Quillón,18777,32,"170,4",2,"10,7",2,"10,7","170,4212601"
Ñuble,16,Quirihue,12192,4,"32,8",0,"0,0",0,"0,0","32,80839895"
Ñuble,16,Ranquil,6261,10,"159,7",0,"0,0",0,"0,0","159,7188947"
Ñuble,16,San Carlos,56252,37,"65,8",2,"3,6",2,"3,6","65,7754391"
Ñuble,16,San Fabián,4654,8,"171,9",0,"0,0",0,"0,0","171,895144"
Ñuble,16,San Ignacio,16624,11,"66,2",4,"24,1",3,"18,0","66,16939365"
Ñuble,16,San Nicolás,12172,15,"123,2",0,"0,0",0,"0,0","123,233651"
Ñuble,16,Treguaco,5696,0,"0,0",0,"0,0",0,"0,0",0
Ñuble,16,Yungay,18596,55,"295,8",4,"21,5",4,"21,5","295,7625296"
Biobío,8,Alto Biobío,6775,0,"0,0",0,"0,0",0,"0,0",0
Biobío,8,Antuco,4306,1,"23,2",1,"23,2",1,"23,2","23,2234092"
Biobío,8,Arauco,38679,11,"28,4",5,"12,9",5,"12,9","28,43920474"
Biobío,8,Cabrero,30725,22,"71,6",6,"19,5",6,"19,5","71,60292921"
Biobío,8,Cañete,37003,1,"2,7",1,"2,7",1,"2,7","2,702483582"
Biobío,8,Chiguayante,91180,71,"77,9",8,"8,8",8,"8,8","77,8679535"
Biobío,8,Concepción,238092,159,"66,8",23,"9,7",23,"9,7","66,78090822"
Biobío,8,Contulmo,6330,0,"0,0",0,"0,0",0,"0,0",0
Biobío,8,Coronel,125829,29,"23,0",7,"5,6",7,"5,6","23,04715129"
Biobío,8,Curanilahue,33892,3,"8,9",2,"5,9",2,"5,9","8,851646406"
Biobío,8,Florida,11841,3,"25,3",0,"0,0",0,"0,0","25,335698"
Biobío,8,Hualpén,97273,120,"123,4",9,"9,3",9,"9,3","123,3641401"
Biobío,8,Hualqui,26201,20,"76,3",0,"0,0",0,"0,0","76,33296439"
Biobío,8,Laja,23873,15,"62,8",3,"12,6",3,"12,6","62,83248859"
Biobío,8,Lebu,27100,0,"0,0",0,"0,0",0,"0,0",0
Biobío,8,Los Álamos,22524,1,"4,4",0,"0,0",0,"0,0","4,439708755"
Biobío,8,Los Ángeles,218515,33,"15,1",2,"0,9",2,"0,9","15,10193808"
Biobío,8,Lota,45750,9,"19,7",8,"17,5",8,"17,5","19,67213115"
Biobío,8,Mulchén,31041,7,"22,6",2,"6,4",2,"6,4","22,55081988"
Biobío,8,Nacimiento,27944,16,"57,3",5,"17,9",5,"17,9","57,25737189"
Biobío,8,Negrete,10429,2,"19,2",0,"0,0",0,"0,0","19,17729408"
Biobío,8,Penco,49865,20,"40,1",2,"4,0",2,"4,0","40,10829239"
Biobío,8,Quilaco,4179,0,"0,0",0,"0,0",0,"0,0",0
Biobío,8,Quilleco,10032,0,"0,0",0,"0,0",0,"0,0",0
Biobío,8,San Pedro de la Paz,145906,109,"74,7",6,"4,1",6,"4,1","74,70563239"
Biobío,8,San Rosendo,3611,0,"0,0",0,"0,0",0,"0,0",0
Biobío,8,Santa Bárbara,14592,2,"13,7",0,"0,0",0,"0,0","13,70614035"
Biobío,8,Santa Juana,14779,2,"13,5",0,"0,0",0,"0,0","13,53271534"
Biobío,8,Talcahuano,158345,118,"74,5",22,"13,9",22,"13,9","74,52082478"
Biobío,8,Tirúa,11019,4,"36,3",0,"0,0",0,"0,0","36,30093475"
Biobío,8,Tomé,58729,50,"85,1",1,"1,7",1,"1,7","85,13681486"
Biobío,8,Tucapel,15205,1,"6,6",0,"0,0",0,"0,0","6,576783953"
Biobío,8,Yumbel,22132,10,"45,2",4,"18,1",4,"18,1","45,18344479"
Araucanía,9,Angol,56058,112,"199,8",18,"32,1",18,"32,1","199,7930715"
Araucanía,9,Carahue,25486,35,"137,3",3,"11,8",3,"11,8","137,330299"
Araucanía,9,Cholchol,12341,4,"32,4",0,"0,0",0,"0,0","32,41228426"
Araucanía,9,Collipulli,26148,6,"22,9",0,"0,0",0,"0,0","22,94630564"
Araucanía,9,Cunco,18055,6,"33,2",1,"5,5",1,"5,5","33,23179175"
Araucanía,9,Curacautín,18178,6,"33,0",1,"5,5",1,"5,5","33,00693146"
Araucanía,9,Curarrehue,7802,4,"51,3",0,"0,0",0,"0,0","51,26890541"
Araucanía,9,Ercilla,8458,11,"130,1",1,"11,8",1,"11,8","130,0543864"
Araucanía,9,Freire,25446,7,"27,5",0,"0,0",0,"0,0","27,50923524"
Araucanía,9,Galvarino,12633,4,"31,7",1,"7,9",1,"7,9","31,66310457"
Araucanía,9,Gorbea,15148,13,"85,8",1,"6,6",1,"6,6","85,81991022"
Araucanía,9,Lautaro,40746,45,"110,4",7,"17,2",7,"17,2","110,4402886"
Araucanía,9,Loncoche,24739,20,"80,8",2,"8,1",2,"8,1","80,84401148"
Araucanía,9,Lonquimay,11049,5,"45,3",5,"45,3",5,"45,3","45,25296407"
Araucanía,9,Los Sauces,7517,1,"13,3",0,"0,0",0,"0,0","13,30317946"
Araucanía,9,Lumaco,10050,7,"69,7",1,"10,0",1,"10,0","69,65174129"
Araucanía,9,Melipeuco,6265,0,"0,0",0,"0,0",0,"0,0",0
Araucanía,9,Nueva Imperial,33777,41,"121,4",2,"5,9",2,"5,9","121,384374"
Araucanía,9,Padre Las Casas,82110,100,"121,8",2,"2,4",2,"2,4","121,7878456"
Araucanía,9,Perquenco,7223,5,"69,2",0,"0,0",0,"0,0","69,22331441"
Araucanía,9,Pitrufquén,26096,18,"69,0",0,"0,0",0,"0,0","68,97608829"
Araucanía,9,Pucón,29782,16,"53,7",2,"6,7",2,"6,7","53,72372574"
Araucanía,9,Purén,12188,6,"49,2",1,"8,2",1,"8,2","49,22874959"
Araucanía,9,Renaico,10833,12,"110,8",6,"55,4",6,"55,4","110,7726392"
Araucanía,9,Saavedra,12793,42,"328,3",15,"117,3",15,"117,3","328,3045415"
Araucanía,9,Temuco,302931,711,"234,7",36,"11,9",35,"11,6","234,7069135"
Araucanía,9,Teodoro Schmidt,15786,5,"31,7",0,"0,0",0,"0,0","31,67363487"
Araucanía,9,Toltén,10055,8,"79,6",0,"0,0",0,"0,0","79,56240676"
Araucanía,9,Traiguén,19314,2,"10,4",0,"0,0",0,"0,0","10,35518277"
Araucanía,9,Victoria,35467,78,"219,9",15,"42,3",15,"42,3","219,9227451"
Araucanía,9,Vilcún,30766,48,"156,0",6,"19,5",6,"19,5","156,0163817"
Araucanía,9,Villarrica,59103,21,"35,5",1,"1,7",1,"1,7","35,53119131"
Los Ríos,14,Corral,5447,2,"36,7",1,"18,4",1,"18,4","36,71745915"
Los Ríos,14,Futrono,15261,5,"32,8",0,"0,0",0,"0,0","32,76325274"
Los Ríos,14,La Unión,39538,40,"101,2",3,"7,6",3,"7,6","101,1684961"
Los Ríos,14,Lago Ranco,10292,2,"19,4",0,"0,0",0,"0,0","19,43256899"
Los Ríos,14,Lanco,17652,9,"51,0",3,"17,0",3,"17,0","50,985724"
Los Ríos,14,Los Lagos,20518,0,"0,0",0,"0,0",0,"0,0",0
Los Ríos,14,Máfil,7389,2,"27,1",0,"0,0",0,"0,0","27,06726215"
Los Ríos,14,Mariquina,23250,9,"38,7",0,"0,0",0,"0,0","38,70967742"
Los Ríos,14,Paillaco,20798,1,"4,8",0,"0,0",0,"0,0","4,80815463"
Los Ríos,14,Panguipulli,35991,0,"0,0",0,"0,0",0,"0,0",0
Los Ríos,14,Río Bueno,32925,12,"36,4",1,"3,0",1,"3,0","36,44646925"
Los Ríos,14,Valdivia,176774,121,"68,4",7,"4,0",7,"4,0","68,44898005"
Los Lagos,10,Ancud,42458,23,"54,2",13,"30,6",13,"30,6","54,17118093"
Los Lagos,10,Calbuco,36744,7,"19,1",0,"0,0",0,"0,0","19,05072937"
Los Lagos,10,Castro,47607,7,"14,7",0,"0,0",0,"0,0","14,70372004"
Los Lagos,10,Chaitén,5020,1,"19,9",0,"0,0",0,"0,0","19,92031873"
Los Lagos,10,Chonchi,16013,0,"0,0",0,"0,0",0,"0,0",0
Los Lagos,10,Cochamó,4006,1,"25,0",0,"0,0",0,"0,0","24,96255617"
Los Lagos,10,Curaco de Vélez,4066,0,"0,0",0,"0,0",0,"0,0",0
Los Lagos,10,Dalcahue,15069,0,"0,0",0,"0,0",0,"0,0",0
Los Lagos,10,Fresia,12656,0,"0,0",0,"0,0",0,"0,0",0
Los Lagos,10,Frutillar,20223,6,"29,7",0,"0,0",0,"0,0","29,66918855"
Los Lagos,10,Futaleufú,2806,0,"0,0",0,"0,0",0,"0,0",0
Los Lagos,10,Hualaihué,9525,3,"31,5",0,"0,0",0,"0,0","31,49606299"
Los Lagos,10,Llanquihue,18621,1,"5,4",0,"0,0",0,"0,0","5,370280866"
